Company,TypeName,Ram,Weight,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS,Price
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,52480.8
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,67559.04
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel Processor,0,128,0,0,Intel,Windows,18594.72
MSI,Gaming,16,2.8,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,111834.72
Acer,Netbook,4,1.25,0,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,15824.16
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,53226.72
Acer,Notebook,4,1.8,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,33886.08
HP,Notebook,4,1.64,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,41505.12
Acer,Gaming,16,4.2,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,103096.8
HP,Notebook,4,1.54,0,0,157.3505121487356,Intel Core i5,500,0,0,0,Intel,Windows,54931.14719999999
Lenovo,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i5,0,0,1024,0,AMD,Windows,42010.7472
HP,Notebook,8,1.43,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,80612.64
Asus,Notebook,6,2.0,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Nvidia,Windows,30742.56
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,37775.52
Lenovo,Notebook,4,2.02,0,0,111.93520355955212,Intel Core i5,500,0,0,0,Intel,Windows,52747.2
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Others/No OS/Linux,61218.72
Acer,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,42517.44
Lenovo,2 in 1 Convertible,16,2.8,1,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,130003.2
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,45767.52
HP,Gaming,12,3.74,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,AMD,Windows,93186.72
Lenovo,Notebook,8,2.32,0,0,141.21199808219862,Intel Core i7,0,0,1024,0,AMD,Windows,47685.6
Dell,Gaming,16,2.62,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,78801.12
Asus,Gaming,16,3.0,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,80133.12
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,62817.12
Asus,Gaming,8,3.2,0,0,127.33567457123112,AMD Processor,1024,256,0,0,AMD,Windows,69210.72
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,42038.4528
Asus,Gaming,16,2.2,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,130482.72
Asus,Ultrabook,16,1.1,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,93181.392
HP,2 in 1 Convertible,16,1.42,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,74538.72
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,1024,0,0,Intel,Windows,95850.72
Lenovo,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,31808.16
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,53168.112
Dell,Workstation,8,2.23,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows,72940.31999999999
Dell,Notebook,16,2.3,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,62938.0656
Dell,Notebook,16,2.3,1,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,45768.0528
HP,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,53839.9728
Dell,Ultrabook,16,1.29,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,119347.2
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,20193.12
Acer,Notebook,6,2.1,1,1,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,25521.12
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,69477.12
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,54931.68
Mediacom,Notebook,4,1.35,0,1,165.6321180513006,Other Intel Processor,0,0,0,32,Intel,Windows,13586.4
Apple,Ultrabook,8,1.34,0,0,127.67794013309688,Intel Core i5,0,0,0,128,Intel,Mac,47895.5232
HP,Notebook,4,1.48,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,84715.2
HP,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,18488.16
Toshiba,Ultrabook,32,1.05,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,149130.72
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,0,64,Intel,Windows,34433.2656
HP,Workstation,16,3.0,0,1,127.33567457123112,Other Intel Processor,0,256,0,0,Nvidia,Windows,233845.92
HP,Ultrabook,4,1.26,0,0,176.23257360658386,Intel Core i5,500,0,0,0,Intel,Windows,84129.12
Lenovo,Notebook,8,1.75,0,1,157.3505121487356,Intel Core i5,0,256,0,0,AMD,Windows,59461.5456
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,17262.72
HP,Notebook,12,2.21,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,70702.56
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,45323.1648
Fujitsu,Notebook,8,2.2,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,42570.72
Lenovo,Notebook,4,1.5,0,1,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows,29250.72
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,71128.8
Dell,Gaming,8,2.56,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,56502.9072
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,30049.92
Asus,Gaming,8,3.52,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,69929.4672
Dell,Ultrabook,8,1.21,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,87858.72
Lenovo,Gaming,16,3.2,0,1,141.21199808219862,Intel Core i7,1024,512,0,0,Nvidia,Windows,93186.72
Asus,Notebook,4,2.0,0,0,100.45466986113652,Intel Core i5,0,256,0,0,Intel,Windows,31232.203200000004
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,58554.72
Dell,Ultrabook,8,1.21,1,1,331.2642361026012,Intel Core i7,0,256,0,0,Intel,Windows,103842.72
Acer,Notebook,4,3.0,0,1,127.33567457123112,Intel Core i3,0,256,0,0,Nvidia,Windows,37402.56
Lenovo,Ultrabook,8,1.17,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,89864.1792
Lenovo,Notebook,4,2.05,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows,33566.4
Dell,Ultrabook,8,1.29,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,79866.72
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,30529.44
Lenovo,Ultrabook,8,1.13,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows,121584.96
Lenovo,2 in 1 Convertible,8,1.3,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,55091.52
HP,Notebook,16,2.1,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,61751.52
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,53226.72
Acer,Netbook,2,1.3,0,0,135.0942111925629,Other Intel Processor,0,32,0,0,Intel,Others/No OS/Linux,9270.72
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,0,256,0,0,Nvidia,Windows,71874.72
Asus,Gaming,8,2.591,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,48431.52
Dell,2 in 1 Convertible,16,1.22,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,101178.72
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,59087.52
HP,Notebook,8,2.05,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,Intel,Windows,31861.44
Lenovo,Ultrabook,16,1.14,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,130536.0
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,28504.8
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Windows,16303.68
Lenovo,Notebook,8,1.44,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,50562.72
Lenovo,Notebook,8,2.3,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,48538.08
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,61218.72
MSI,Gaming,16,3.78,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,133146.72
Acer,Netbook,4,1.4,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,14332.32
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,59620.32
MSI,Gaming,16,2.7,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,85141.44
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,26586.72
Lenovo,Notebook,8,1.58,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,78854.4
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows,23922.72
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,1024,0,0,Intel,Windows,93186.72
Asus,Notebook,8,2.0,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Intel,Windows,65214.72
Dell,Gaming,16,2.65,0,1,282.42399616439724,Intel Core i7,1024,512,0,0,Nvidia,Windows,98301.6
HP,Notebook,6,2.19,0,0,100.45466986113652,Intel Core i7,1024,0,0,0,AMD,Windows,40705.92
Dell,Workstation,8,1.78,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,128298.24
Lenovo,Ultrabook,8,1.96,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Nvidia,Windows,101391.84
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Nvidia,Windows,30476.16
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,30636.0
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,54185.76
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,63499.10399999999
Asus,Notebook,4,2.0,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,23176.8
Asus,Ultrabook,8,1.1,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,99793.44
Dell,Gaming,16,3.21,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,147832.28639999998
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows,50562.72
Dell,Ultrabook,8,1.29,1,1,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,47898.72
MSI,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,95850.72
Lenovo,Netbook,4,1.59,0,1,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows,29463.84
HP,Ultrabook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,69103.62719999999
HP,Gaming,12,2.62,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,66546.72
Dell,Ultrabook,8,1.9,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows,35324.64
HP,Netbook,8,1.26,0,0,125.36742798669836,Intel Core i5,0,256,0,0,Intel,Windows,74005.92
Lenovo,Gaming,16,3.31,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,69530.4
Lenovo,Ultrabook,8,1.13,0,1,157.3505121487356,Intel Core i7,0,0,0,256,Intel,Windows,109170.72
Lenovo,2 in 1 Convertible,16,1.4,1,1,316.96506044349616,Intel Core i7,0,512,0,0,Intel,Windows,111834.72
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,53173.44
HP,Gaming,8,3.35,0,1,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,60153.12
Lenovo,Ultrabook,8,0.99,1,1,234.9767648087785,Other Intel Processor,0,512,0,0,Intel,Windows,74538.72
Asus,Ultrabook,8,1.45,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,68198.4
Dell,Gaming,32,4.36,0,0,254.67134914246225,Intel Core i7,1024,1024,0,0,Nvidia,Windows,194972.832
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,47952.0
Vero,Notebook,4,1.22,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows,10810.512
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,160520.3856
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,15877.44
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,23650.992
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Windows,23922.72
Dell,2 in 1 Convertible,4,1.71,1,0,165.6321180513006,Intel Core i3,1024,0,0,0,Intel,Windows,34578.72
Dell,Gaming,8,2.62,0,0,282.42399616439724,Intel Core i7,1024,128,0,0,Nvidia,Windows,79813.44
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,81465.12
HP,Notebook,6,2.71,0,1,127.33567457123112,Intel Core i5,2048,0,0,0,AMD,Windows,37242.72
Acer,Ultrabook,8,1.12,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,52693.92
Lenovo,Notebook,8,2.17,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,47893.39199999999
Asus,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,19660.32
Asus,Ultrabook,16,0.91,0,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows,103896.0
HP,2 in 1 Convertible,4,1.45,1,0,135.0942111925629,Other Intel Processor,0,256,0,0,Intel,Windows,41292.0
HP,Notebook,8,1.16,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,90043.2
Acer,Notebook,4,1.6,0,0,157.3505121487356,Other Intel Processor,0,0,0,32,Intel,Windows,17529.12
Lenovo,Notebook,2,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,64,Intel,Windows,12201.12
Asus,Ultrabook,8,1.7,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,52054.56
Lenovo,Notebook,8,2.67,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,111355.2
Asus,Gaming,32,4.7,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,207259.2
Dell,Notebook,4,2.25,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,22803.84
Dell,Gaming,8,2.62,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,49497.12
Dell,Ultrabook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,46833.12
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Others/No OS/Linux,33513.119999999995
HP,Ultrabook,8,1.32,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,74538.72
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,75071.52
Acer,Notebook,4,3.0,0,1,127.33567457123112,Intel Core i3,1024,0,0,0,Nvidia,Windows,34898.4
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,63882.72
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,45820.8
MSI,Gaming,8,2.3,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,62284.32
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,65480.5872
Toshiba,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,84715.2
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,0,0,Intel,Mac,80908.344
Asus,Notebook,4,2.37,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,21258.1872
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Windows,37725.4368
Dell,2 in 1 Convertible,8,2.67,1,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,42570.72
Lenovo,Notebook,4,1.43,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,14598.72
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,39960.0
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,53226.72
Asus,Ultrabook,8,1.2,0,1,165.6321180513006,Other Intel Processor,0,512,0,0,Intel,Windows,38841.12
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,14492.16
Lenovo,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,0,128,0,0,Intel,Windows,22857.12
HP,Notebook,4,1.49,0,0,117.82653006268644,Intel Core i3,500,0,0,0,Intel,Windows,42624.0
Lenovo,Notebook,4,2.19,0,0,100.45466986113652,AMD Processor,500,0,0,0,AMD,Windows,15877.44
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,24775.2
Dell,Notebook,4,2.06,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Windows,25679.8944
Dell,Notebook,8,2.8,0,1,127.33567457123112,Intel Core i5,1024,128,0,0,AMD,Windows,52161.12
Acer,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,46833.12
Asus,Ultrabook,16,1.63,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,78215.04
Dell,Notebook,8,2.32,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,AMD,Others/No OS/Linux,31409.6256
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,101232.0
Microsoft,Ultrabook,8,1.252,1,0,200.84255993695703,Intel Core i5,0,256,0,0,Intel,Windows,71395.2
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,43636.32
HP,Notebook,4,2.31,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,63882.72
Dell,2 in 1 Convertible,16,2.77,1,0,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,95850.72
Toshiba,Ultrabook,16,1.24,1,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,99367.2
HP,Notebook,4,2.1,0,0,141.21199808219862,AMD Processor,1024,0,0,0,AMD,Windows,26053.92
Dell,Notebook,16,2.77,1,0,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,82530.72
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,74538.72
Dell,Ultrabook,16,1.88,0,0,141.21199808219862,Intel Core i7,0,768,0,0,Intel,Windows,85672.1088
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,79866.72
Dell,Notebook,16,2.06,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,101178.72
HP,Notebook,4,1.86,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Windows,21152.16
Dell,Notebook,4,2.3,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Others/No OS/Linux,31909.392
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,500,256,0,0,Intel,Windows,112065.9552
Asus,Ultrabook,16,1.5,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,67239.36
HP,Gaming,16,3.78,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,79813.44
Lenovo,Notebook,8,2.05,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,46886.4
Asus,Netbook,2,1.1,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,13053.6
Acer,Notebook,8,2.23,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,24988.32
Dell,Workstation,16,2.8,0,0,282.42399616439724,Other Intel Processor,1024,256,0,0,Nvidia,Windows,162770.4
Toshiba,Ultrabook,8,1.1,1,0,176.23257360658386,Intel Core i7,0,512,0,0,Intel,Windows,95371.2
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,0,0,Intel,Mac,75604.31999999999
Dell,Notebook,8,2.33,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux,41498.1936
Lenovo,Workstation,16,2.18,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,98834.4
HP,Notebook,8,1.86,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,36763.2
Lenovo,Gaming,8,2.5,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,55837.44
Lenovo,Workstation,8,2.67,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,102564.0
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,21258.1872
HP,Notebook,8,2.5,0,0,106.11306214269258,Intel Core i3,0,256,0,0,Intel,Windows,34093.872
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,29783.52
HP,Netbook,2,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,11135.52
Dell,Notebook,2,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,20193.12
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,128,0,0,Nvidia,Windows,38308.32
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121487356,Intel Core i7,0,128,0,0,Intel,Windows,33992.64
Toshiba,Notebook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,81784.8
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Intel,Windows,45554.4
Asus,Gaming,16,2.2,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,77202.72
HP,2 in 1 Convertible,8,1.28,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,136343.52
Asus,2 in 1 Convertible,8,1.2,0,0,176.23257360658386,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux,61751.52
Acer,Notebook,4,2.23,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows,28984.32
Dell,2 in 1 Convertible,12,2.19,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows,69210.72
Dell,2 in 1 Convertible,8,1.24,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,107257.968
Acer,Notebook,4,1.6,0,0,111.93520355955212,Other Intel Processor,0,0,0,128,Intel,Windows,18594.72
Lenovo,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,2048,0,0,0,Nvidia,Others/No OS/Linux,45234.72
HP,Ultrabook,8,0.97,1,1,352.4651472131677,Other Intel Processor,0,512,0,0,Intel,Windows,107305.92
Asus,2 in 1 Convertible,12,2.3,1,0,141.21199808219862,Intel Core i7,2048,0,0,0,Nvidia,Windows,44701.92
Dell,Gaming,32,4.42,0,1,254.67134914246225,Intel Core i7,1024,512,0,0,Nvidia,Windows,167691.8736
Lenovo,Notebook,8,1.8,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,63456.48
Acer,Notebook,2,2.19,0,0,100.45466986113652,Other Intel Processor,0,16,0,0,Intel,Others/No OS/Linux,10602.72
Asus,Notebook,8,2.3,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,27864.9072
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,99580.32
Lenovo,Notebook,2,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,64,Intel,Windows,12201.12
Lenovo,2 in 1 Convertible,8,2.0,1,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,69210.72
Asus,Notebook,8,1.7,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,59567.04
HP,Netbook,4,2.4,0,0,125.36742798669836,Intel Core i5,0,128,0,0,Intel,Windows,85194.72
Acer,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,36709.92
HP,Notebook,4,1.86,0,0,100.45466986113652,AMD Processor,500,0,0,0,AMD,Windows,15824.16
Lenovo,Notebook,8,1.32,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,87912.0
Lenovo,Notebook,4,1.7,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,31914.72
HP,2 in 1 Convertible,4,1.28,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,90576.0
