Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS
Asus,Notebook,8,2.69,166628.4048,0,0,127.33567457123111,Intel Core i5,500,256,0,0,Nvidia,Windows
HP,Notebook,8,1.9,237319.24319999997,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows
Asus,Notebook,4,2.37,74616.237072,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Windows
HP,Notebook,4,2.1,61714.22399999999,0,0,100.45466986113651,AMD Processor,500,0,0,0,AMD,Windows
Lenovo,Gaming,16,3.2,280332.1872,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Dell,Notebook,8,1.6,160643.99519999998,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,128851.81919999998,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,16,2.36,168124.5072,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux
Acer,Notebook,4,2.1,72934.992,0,0,100.45466986113651,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux
Asus,Notebook,4,2.2,107532.36,0,0,141.21199808219862,AMD Processor,1024,128,0,0,AMD,Windows
Asus,Gaming,32,4.7,727479.792,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
Acer,Gaming,8,2.5,158212.8288,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,110150.53919999998,0,0,100.45466986113651,Intel Core i3,0,128,0,0,Intel,Windows
Asus,Notebook,8,2.1,214129.656,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Asus,Notebook,8,2.69,166254.3792,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Others/No OS/Linux
Dell,Gaming,8,2.56,164384.2512,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.38,201786.8112,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.2,184207.608,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows
HP,Notebook,8,2.04,104540.1552,1,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Asus,Gaming,16,3.6,560851.3872,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows
HP,Notebook,4,1.49,126233.64,0,1,165.6321180513006,Intel Core i5,500,0,0,0,Intel,Windows
Apple,Ultrabook,8,1.37,381506.11199999996,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac
Dell,2 in 1 Convertible,8,2.08,153163.4832,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows
Asus,Gaming,16,4.3,336436.0272,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Asus,Notebook,4,1.68,87709.00319999999,0,0,100.45466986113651,AMD Processor,1024,0,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.37,345786.66719999997,1,1,158.48253022174808,Intel Core i7,0,512,0,0,Intel,Windows
Acer,Notebook,4,3.0,131282.98559999999,0,1,127.33567457123111,Intel Core i3,0,256,0,0,Nvidia,Windows
Dell,Ultrabook,8,1.41,177475.1472,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,8,1.91,83389.00752,0,0,100.45466986113651,AMD Processor,0,128,0,0,AMD,Windows
HP,Notebook,16,2.9,198046.55519999997,0,1,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
MSI,Gaming,16,4.14,467344.9872,0,0,127.33567457123111,Intel Core i7,1024,512,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2.0,317734.7472,1,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Dell,Notebook,8,2.8,213568.6176,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,AMD,Windows
Lenovo,Notebook,4,2.2,83033.6832,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux
HP,Notebook,4,2.1,135023.2416,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows
Dell,Notebook,4,2.18,122867.40959999998,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
Dell,Notebook,8,2.24,105662.23199999999,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,149423.2272,1,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,280332.1872,1,0,165.6321180513006,Intel Core i7,0,1024,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,87334.97759999998,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,190379.0304,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,164571.264,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Apple,Ultrabook,8,1.37,366339.37392,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac
Asus,Gaming,16,3.2,289682.8272,0,0,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows
Dell,Notebook,8,2.14,137467.498896,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,467344.9872,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
Toshiba,Notebook,8,2.2,151854.39359999998,0,0,100.45466986113651,Intel Core i7,500,0,0,0,Nvidia,Windows
Dell,Notebook,12,2.3,133353.217296,0,0,100.45466986113651,Intel Core i7,1024,0,0,0,Intel,Windows
Dell,Notebook,8,2.8,205527.0672,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,139324.536,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,91449.25919999999,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows
Lenovo,Notebook,8,2.8,158773.8672,0,0,127.33567457123111,Intel Core i7,2048,0,0,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,160643.99519999998,0,0,106.11306214269258,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,4,2.25,80041.47839999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,155033.6112,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,6,2.2,108280.41119999999,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Acer,Notebook,8,3.0,177849.17279999997,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Acer,Notebook,12,2.15,123241.43519999998,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,205153.0416,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Asus,Ultrabook,8,1.7,182711.50559999997,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Lenovo,Gaming,16,2.5,220488.0912,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,123243.30532799999,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,37215.54719999999,0,0,100.45466986113651,Other Intel Processor,0,16,0,0,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,221984.1936,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
HP,Notebook,8,2.54,91449.25919999999,0,0,106.11306214269258,Intel Core i3,1024,0,0,0,Intel,Windows
Dell,Notebook,8,2.0,342046.4112,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,138202.45919999998,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Gaming,8,3.2,242929.6272,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows
Acer,Notebook,8,2.5,183085.5312,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,539505.746208,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,6,2.4,93319.3872,0,0,141.21199808219862,AMD Processor,1024,0,0,0,AMD,Windows
Asus,Ultrabook,16,1.63,274534.79039999994,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Asus,Notebook,4,1.3,95189.5152,0,0,111.93520355955211,Intel Core i3,0,128,0,0,Intel,Windows
Asus,Gaming,16,2.9,396841.1616,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Notebook,6,2.8,121371.3072,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,102670.0272,0,0,100.45466986113651,Intel Core i5,2048,0,0,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,236571.19199999998,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,67322.73787199998,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,369350.27999999997,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Toshiba,Notebook,8,2.2,195054.3504,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.3,153163.4832,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Notebook,4,1.86,87709.00319999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows
Lenovo,Notebook,8,1.1,186825.7872,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Ultrabook,16,1.21,467344.9872,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows
MSI,Gaming,16,2.8,392539.8672,0,1,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows
Acer,Notebook,8,2.23,87709.00319999999,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,51428.52,1,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows
Dell,Notebook,8,2.33,157838.8032,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows
HP,2 in 1 Convertible,16,1.29,457994.34719999996,1,1,331.2642361026012,Intel Core i7,0,1024,0,0,Intel,Windows
Lenovo,Notebook,4,1.45,86007.18672,0,0,117.82653006268643,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,183272.544,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Acer,Notebook,4,1.4,90701.208,0,0,135.0942111925629,Other Intel Processor,0,0,0,128,Intel,Windows
HP,Notebook,8,1.48,241620.53759999998,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.79,110150.53919999998,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows
Asus,Notebook,8,2.0,204592.00319999998,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,8,2.1,168685.54559999998,0,1,100.45466986113651,Intel Core i7,1024,0,0,0,Intel,Windows
Acer,Notebook,8,2.2,123241.43519999998,0,0,100.45466986113651,AMD Processor,0,256,0,0,AMD,Windows
Lenovo,Notebook,4,1.44,54607.7376,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Acer,Notebook,6,2.23,102670.0272,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Asus,Ultrabook,8,1.7,196344.73872,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
HP,Ultrabook,8,1.26,249662.088,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,32,2.06,493526.77919999993,1,0,282.42399616439724,Intel Core i7,0,1024,0,0,Nvidia,Windows
MSI,Gaming,8,2.7,224228.3472,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Toshiba,Notebook,8,2.0,176353.0704,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,8,2.0,249475.0752,0,0,157.3505121487356,Intel Core i7,1024,256,0,0,Intel,Windows
Lenovo,Notebook,4,1.85,83968.7472,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows
Asus,Gaming,8,2.5,186825.7872,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
HP,Notebook,8,1.48,237132.23039999997,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,196176.4272,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Notebook,8,1.84,213942.6432,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows
Asus,Notebook,4,2.0,51426.649871999995,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.0,213708.8772,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Dell,Notebook,4,2.2,51409.818719999996,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,168124.5072,0,0,141.21199808219862,AMD Processor,2048,0,0,0,AMD,Windows
HP,Notebook,8,2.1,133901.1648,0,1,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,392539.8672,1,1,316.96506044349616,Intel Core i7,0,512,0,0,Intel,Windows
Dell,Ultrabook,8,1.2,295293.21119999996,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Gaming,16,2.4,211137.4512,0,1,141.21199808219862,Intel Core i7,2048,256,0,0,Nvidia,Windows
HP,Notebook,2,1.44,52176.5712,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Dell,Ultrabook,16,1.88,300709.101888,0,0,141.21199808219862,Intel Core i7,0,768,0,0,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,70129.8,1,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows
Dell,Ultrabook,8,1.9,123989.4864,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Windows
Dell,Notebook,16,2.06,379153.490976,1,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows
HP,Notebook,8,1.84,243864.69119999997,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
MSI,Gaming,8,2.7,263501.0352,0,0,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
HP,Workstation,8,2.6,325078.73985599994,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Toshiba,Notebook,16,2.4,262378.95839999994,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Dell,Notebook,8,2.02,181570.72751999996,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows
Lenovo,Notebook,4,2.2,60216.251472,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,186825.7872,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows
Dell,Notebook,8,2.36,104235.32433599999,1,0,100.45466986113651,Intel Core i5,2048,0,0,0,Intel,Windows
Dell,Notebook,8,1.36,266867.2656,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
HP,Notebook,4,1.86,82098.61919999999,0,0,100.45466986113651,Intel Core i3,500,0,0,0,Intel,Windows
Asus,Notebook,8,2.0,176727.096,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,134462.2032,0,0,106.11306214269258,Intel Core i5,1024,128,0,0,Nvidia,Windows
HP,Notebook,8,1.86,119501.17919999998,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,93319.3872,0,0,100.45466986113651,Intel Core i3,0,256,0,0,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,72747.97919999999,0,0,100.45466986113651,Other Intel Processor,2048,0,0,0,Intel,Windows
Dell,Notebook,8,2.8,202908.888,0,0,127.33567457123111,Intel Core i5,1024,128,0,0,AMD,Windows
Lenovo,Gaming,8,2.4,151293.3552,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,168124.5072,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows
HP,Ultrabook,8,1.36,327272.39999999997,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,205527.0672,1,0,141.21199808219862,Intel Core i7,2048,512,0,0,Nvidia,Windows
Acer,Notebook,4,2.1,79667.45279999998,0,0,100.45466986113651,AMD Processor,0,128,0,0,AMD,Windows
Asus,Gaming,16,3.25,411241.1472,0,1,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows
Lenovo,Notebook,4,2.6,91449.25919999999,0,0,106.11306214269258,AMD Processor,0,128,0,0,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,162515.99332799995,1,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
HP,Notebook,4,1.91,91447.38907199999,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows
Lenovo,Netbook,4,1.59,103418.0784,0,1,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows
Dell,Notebook,4,1.8,57786.9552,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
Asus,Notebook,4,1.5,53485.6608,0,0,111.93520355955211,Other Intel Processor,0,0,0,32,Intel,Windows
Acer,Notebook,8,2.4,158212.8288,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,222732.2448,0,1,127.33567457123111,Intel Core i7,1024,128,0,0,Nvidia,Windows
Lenovo,Notebook,4,1.85,75459.6648,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,309506.18399999995,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Lenovo,Notebook,8,1.5,205527.0672,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows
Asus,Ultrabook,16,1.1,327066.68592,1,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,426763.2096,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,4,1.5,102670.0272,0,1,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows
Dell,Workstation,8,2.23,256020.52319999997,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows
Dell,Workstation,8,2.0,399272.328,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,469215.11519999994,1,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Gaming,8,3.0,194306.29919999998,0,0,127.33567457123111,Intel Core i7,1024,0,0,0,Nvidia,Windows
Asus,Gaming,16,3.0,297537.3648,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Acer,Notebook,12,2.2,129785.01307199999,0,1,100.45466986113651,Intel Core i5,1024,0,0,0,Nvidia,Windows
MSI,Gaming,8,2.7,252280.2672,0,0,127.33567457123111,Intel Core i7,0,256,0,0,Nvidia,Windows
Dell,Notebook,8,2.33,145658.659536,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,93319.3872,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows
Lenovo,Notebook,8,2.1,229943.458368,0,1,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows
Lenovo,Notebook,8,1.9,175418.00639999998,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Workstation,8,1.78,507178.7135999999,1,0,282.42399616439724,Intel Core i7,0,256,0,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,490908.6,0,1,209.8006828649808,Intel Core i7,0,1024,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,57225.9168,0,0,100.45466986113651,Other Intel Processor,1024,0,0,0,Intel,Windows
Asus,Gaming,16,2.9,285942.57119999995,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Lenovo,Notebook,8,2.1,214036.14959999998,0,1,141.21199808219862,Intel Core i5,1024,256,0,0,AMD,Windows
Acer,Notebook,8,2.5,164384.2512,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,420591.78719999996,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Asus,Ultrabook,8,1.1,350274.9744,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Toshiba,Ultrabook,16,1.2,326711.3616,0,0,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows
Dell,Ultrabook,8,1.36,314181.50399999996,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,76488.2352,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Windows
Lenovo,Notebook,2,1.15,56936.04695999999,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows
Lenovo,Workstation,8,2.67,359999.63999999996,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,363365.87039999996,0,1,209.8006828649808,Intel Core i7,0,512,0,0,Nvidia,Windows
HP,Notebook,4,2.1,87709.00319999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,147554.96932799998,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,173547.8784,1,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,4,2.3,112001.96591999999,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,128851.81919999998,0,0,117.82653006268643,Intel Core i3,0,128,0,0,Intel,Windows
HP,Ultrabook,8,1.43,280519.2,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.14,100977.56135999999,0,0,100.45466986113651,Intel Core i5,1024,0,0,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,227291.616864,0,1,157.3505121487356,Intel Core i7,0,256,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,355137.3072,1,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows
Chuwi,Notebook,6,1.4,83968.7472,0,1,267.3384360344031,Other Intel Processor,0,0,0,64,Intel,Windows
HP,Notebook,8,2.31,266867.2656,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows
Asus,Notebook,8,2.3,111646.64159999999,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,523448.8272,0,1,169.78089942830815,Intel Core i7,1024,256,0,0,Nvidia,Windows
Dell,Gaming,8,2.62,216747.83519999997,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,2.02,213643.42271999997,0,0,141.21199808219862,Intel Core i7,2048,256,0,0,AMD,Windows
Dell,Ultrabook,8,1.6,205527.0672,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,373838.5872,0,0,127.33567457123111,Intel Core i7,1024,256,0,0,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,55916.82719999999,1,1,189.90579052433606,Other Intel Processor,0,32,0,0,Intel,Windows
Samsung,Netbook,4,1.15,50306.443199999994,0,0,135.0942111925629,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,188882.92799999999,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,1.7,112020.6672,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows
Lenovo,Workstation,16,2.3,457246.296,0,1,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,457994.34719999996,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows
Asus,Gaming,8,3.2,316986.696,0,0,127.33567457123111,AMD Processor,1024,256,0,0,AMD,Windows
HP,Notebook,4,2.1,64893.4416,0,0,100.45466986113651,Other Intel Processor,500,0,0,0,Intel,Windows
Google,Ultrabook,16,1.1,411241.1472,1,0,234.50740003017813,Intel Core i7,0,512,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,445464.4896,0,0,209.8006828649808,Intel Core i7,0,512,0,0,Intel,Windows
Asus,Notebook,4,2.0,104540.1552,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,97059.64319999999,0,0,106.11306214269258,AMD Processor,1024,0,0,0,AMD,Windows
Dell,Notebook,4,2.2,140072.5872,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows
Lenovo,Ultrabook,8,1.36,267241.2912,0,1,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,65267.4672,0,0,141.21199808219862,Other Intel Processor,0,128,0,0,Intel,Windows
HP,Gaming,8,2.2,205527.0672,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows
Dell,Notebook,8,1.64,220488.0912,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows
Acer,Notebook,4,2.4,82622.25503999999,0,0,100.45466986113651,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,372716.51039999997,0,0,141.21199808219862,Other Intel Processor,1024,0,0,64,Nvidia,Windows
MSI,Gaming,8,2.2,192200.535072,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,484176.1391999999,1,0,200.84255993695703,Intel Core i7,0,512,0,0,Intel,Windows
HP,Notebook,8,1.91,110150.53919999998,0,0,100.45466986113651,Intel Core i5,0,128,0,0,Intel,Windows
Dell,Workstation,16,2.17,369350.27999999997,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows
HP,Workstation,8,2.31,286877.6352,0,1,141.21199808219862,Intel Core i7,0,512,0,0,Intel,Windows
Lenovo,Notebook,8,1.65,251532.21599999996,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows
Dell,Notebook,8,2.36,183085.5312,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,89579.13119999999,1,0,135.0942111925629,Other Intel Processor,500,0,0,0,Intel,Windows
