Company,TypeName,Ram,Weight,Touchscreen,IPS,PPI,Processor,HDD,SSD,Hybrid,Flash_Storage,Gpu Name,OS,Price
HP,Ultrabook,16,1.3,0,1,331.2642361026012,Intel Core i7,0,512,0,0,Intel,Windows,383189.2272
Asus,Notebook,4,2.03,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,75366.1584
Lenovo,Ultrabook,8,0.99,1,1,234.9767648087785,Other Intel Processor,0,512,0,0,Intel,Windows,261630.9072
Dell,Notebook,16,2.06,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Windows,355137.3072
Dell,Ultrabook,8,1.88,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,204995.950848
Lenovo,Gaming,8,2.4,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,153163.4832
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,84155.76
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,56851.8912
HP,Notebook,4,2.04,0,0,141.21199808219862,Intel Core i3,500,0,0,0,Intel,Windows,128103.768
Dell,Notebook,8,2.13,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,136145.3184
Acer,Notebook,4,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,62275.26239999999
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,0,64,Intel,Windows,120860.762256
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,90701.208
Dell,Notebook,8,2.8,0,1,127.33567457123112,Intel Core i5,1024,128,0,0,AMD,Others/No OS/Linux,166254.3792
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,Nvidia,Windows,106971.3216
Dell,Ultrabook,8,1.23,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,261630.9072
Asus,Notebook,4,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,51989.5584
Dell,Notebook,8,2.04,1,1,282.42399616439724,Intel Core i5,0,256,0,0,Nvidia,Windows,420905.968704
Acer,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,115760.9232
HP,Gaming,12,3.78,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,317734.7472
Asus,Gaming,16,2.59,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,250410.1392
HP,Ultrabook,8,1.34,0,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,247417.9344
Dell,Ultrabook,16,1.2,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,501194.304
Acer,Ultrabook,8,1.12,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,184955.6592
Lenovo,Notebook,4,1.87,0,0,157.3505121487356,Intel Core i5,500,0,0,0,Intel,Windows,146805.048
HP,Netbook,4,1.23,0,0,135.0942111925629,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,71999.928
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,AMD,Windows,213568.6176
Lenovo,Netbook,4,1.59,0,1,135.0942111925629,Other Intel Processor,0,128,0,0,Intel,Windows,103418.0784
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,0,512,Intel,Mac,217869.912
HP,Workstation,8,3.14,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,386162.73072
Lenovo,Ultrabook,8,1.32,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,336436.0272
Lenovo,Notebook,8,2.1,0,1,141.21199808219862,Intel Core i5,1024,256,0,0,AMD,Windows,214036.1496
Lenovo,Notebook,12,2.2,1,0,100.45466986113652,Intel Core i7,1024,0,0,0,Intel,Windows,113890.7952
HP,Notebook,8,2.04,0,0,100.45466986113652,AMD Processor,2048,0,0,0,AMD,Windows,117631.05119999996
HP,Notebook,8,1.84,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,252280.2672
Acer,Notebook,4,2.2,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,114638.8464
Lenovo,Notebook,4,2.38,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,197298.504
HP,Notebook,8,1.11,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,214877.7072
Dell,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,271149.85872
Huawei,Ultrabook,8,1.05,0,1,199.69207064108247,Intel Core i5,0,256,0,0,Intel,Windows,252280.2672
Dell,Ultrabook,16,1.88,0,0,141.21199808219862,Intel Core i7,0,768,0,0,Intel,Windows,300709.101888
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,0,0,Intel,Windows,280332.1872
Acer,Notebook,12,2.2,0,1,100.45466986113652,Intel Core i5,1024,0,0,0,Nvidia,Windows,129785.013072
MSI,Gaming,16,2.7,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,299033.4672
Toshiba,Notebook,4,1.2,0,0,165.6321180513006,Intel Core i5,0,128,0,0,Intel,Windows,223480.296
Dell,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,257516.6256
MSI,Gaming,16,2.8,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,420591.7872
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,AMD,Windows,183085.5312
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,171864.7632
Samsung,Ultrabook,8,1.17,0,0,146.86047800548656,Intel Core i7,0,256,0,0,Intel,Windows,317734.7472
HP,Notebook,4,2.31,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,224228.3472
Dell,Notebook,6,2.3,1,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Windows,82098.61919999999
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,0,1024,0,0,Nvidia,Windows,654357.7872
Lenovo,Gaming,16,2.5,0,1,141.21199808219862,AMD Processor,1024,512,0,0,AMD,Windows,186825.7872
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121487356,Intel Core i7,0,128,0,0,Intel,Windows,119314.1664
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,291552.9552
Lenovo,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,1024,0,0,0,Intel,Others/No OS/Linux,67322.73787199998
Dell,Notebook,8,2.13,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,143588.42784
Lenovo,Notebook,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,125111.5632
Lenovo,Notebook,8,1.9,0,0,141.21199808219862,Intel Core i5,1024,128,0,0,AMD,Windows,152967.11975999997
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0,AMD,Windows,139324.536
HP,Notebook,8,2.04,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,190564.17307199995
Acer,Notebook,4,2.4,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,Intel,Windows,93319.3872
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,452383.9632
Acer,Ultrabook,8,1.8,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,171864.7632
Lenovo,Ultrabook,8,1.3,1,1,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,320444.562672
Lenovo,Notebook,8,1.95,0,1,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,259947.792
Dell,Gaming,8,2.65,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,186825.7872
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,149423.2272
Huawei,Ultrabook,8,1.05,0,1,199.69207064108247,Intel Core i7,0,512,0,0,Intel,Windows,280332.1872
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,97594.499808
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,429559.0509599999
Lenovo,Gaming,16,2.4,0,0,141.21199808219862,Intel Core i7,0,512,0,0,Nvidia,Others/No OS/Linux,261443.8944
HP,Notebook,2,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,52176.5712
HP,Notebook,4,1.86,0,0,100.45466986113652,Intel Core i5,500,0,0,0,AMD,Windows,114565.911408
Dell,Gaming,16,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,459367.021152
HP,Notebook,4,1.49,0,1,165.6321180513006,Intel Core i5,500,0,0,0,Intel,Windows,126233.64
Asus,Ultrabook,8,1.2,0,1,165.6321180513006,Other Intel Processor,0,512,0,0,Intel,Windows,136332.33120000002
Dell,2 in 1 Convertible,16,1.22,1,0,276.053530085501,Intel Core i7,0,512,0,0,Intel,Windows,355137.3072
Lenovo,Notebook,4,1.9,0,0,100.45466986113652,Other Intel Processor,0,128,0,0,Intel,Others/No OS/Linux,50609.403936
Acer,Notebook,4,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,54046.6992
Dell,Ultrabook,8,1.2,0,0,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,295293.2112
Dell,Ultrabook,8,1.4,0,1,165.6321180513006,Intel Core i7,0,256,0,0,AMD,Windows,174273.488064
Apple,Ultrabook,4,1.08,0,0,135.0942111925629,Intel Core i5,0,0,0,256,Intel,Mac,179345.27519999995
HP,Notebook,6,1.95,0,1,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,121371.3072
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,205527.0672
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,512,0,0,Intel,Windows,368415.216
Lenovo,Gaming,8,3.31,0,1,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,223667.3088
HP,Notebook,4,1.86,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,48436.3152
Asus,Gaming,16,2.73,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,336436.0272
MSI,Gaming,16,2.7,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,279172.70784
HP,2 in 1 Convertible,4,1.28,1,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,336436.0272
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,266867.2656
Dell,Notebook,4,2.09,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,97925.51246399998
HP,Notebook,4,1.88,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,174295.92959999997
Dell,Notebook,4,2.3,0,0,141.21199808219862,Intel Core i5,500,0,0,0,AMD,Windows,109402.488
Acer,Notebook,4,1.8,0,1,157.3505121487356,Intel Core i3,0,128,0,0,Intel,Windows,118940.1408
HP,2 in 1 Convertible,8,1.58,1,1,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,156454.90848
Asus,Netbook,2,1.1,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,45818.136
Dell,Notebook,8,2.02,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,181570.72752
Lenovo,2 in 1 Convertible,4,1.8,1,1,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,158399.8416
Mediacom,2 in 1 Convertible,4,1.16,1,1,189.90579052433608,Other Intel Processor,0,32,0,0,Intel,Windows,55916.82719999999
Lenovo,Ultrabook,8,1.3,0,1,125.36742798669836,Intel Core i5,0,180,0,0,Intel,Windows,205527.0672
Lenovo,Notebook,4,2.05,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,128103.768
Lenovo,Notebook,4,2.3,0,1,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Windows,182711.5056
Dell,Notebook,8,1.79,0,0,111.93520355955212,Intel Core i3,0,128,0,0,Intel,Windows,138389.47199999998
Asus,2 in 1 Convertible,4,1.5,1,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,70129.8
Lenovo,Ultrabook,8,1.36,0,1,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,329142.528
Dell,Notebook,4,2.25,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,67137.5952
Lenovo,Notebook,8,1.1,0,1,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,186825.7872
Dell,Ultrabook,8,1.29,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,303708.7872
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,0,180,0,0,Intel,Windows,224228.3472
Lenovo,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,128103.768
Acer,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i7,500,0,0,0,Nvidia,Windows,119501.17919999998
MSI,Gaming,16,1.6,0,1,157.3505121487356,Intel Core i7,1024,256,0,0,Nvidia,Windows,353641.20479999995
Dell,Ultrabook,8,1.6,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,316051.632
HP,Notebook,4,1.95,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,236571.192
Lenovo,Notebook,2,1.42,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,46566.18719999999
MSI,Gaming,16,2.2,0,0,141.21199808219862,Intel Core i7,1024,256,0,0,Nvidia,Windows,242929.6272
Lenovo,2 in 1 Convertible,8,1.42,1,1,209.8006828649808,Intel Core i5,0,256,0,0,Intel,Windows,435739.824
MSI,Gaming,8,2.7,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,222881.85504
Dell,Notebook,16,2.3,1,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Windows,160645.865328
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,349526.9232
Samsung,2 in 1 Convertible,16,1.71,1,0,146.86047800548656,Intel Core i7,0,256,0,0,AMD,Windows,336436.0272
HP,Ultrabook,4,1.91,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,93319.3872
Asus,Notebook,4,2.0,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,41890.86719999999
Asus,Notebook,4,1.65,0,0,111.93520355955212,AMD Processor,0,64,0,0,AMD,Windows,51987.68827199999
HP,2 in 1 Convertible,4,2.3,1,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,128066.36543999997
Dell,Notebook,4,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,0,0,Intel,Windows,69007.7232
HP,Notebook,8,1.49,0,0,165.6321180513006,Intel Core i5,0,256,0,0,Intel,Windows,179532.288
MSI,Gaming,16,4.14,0,0,127.33567457123112,Intel Core i7,1024,512,0,0,Nvidia,Windows,467344.9872
MSI,Gaming,8,2.2,0,1,141.21199808219862,Intel Core i7,1024,0,0,0,Nvidia,Windows,156903.73919999998
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361026012,Intel Core i5,0,256,0,0,Intel,Windows,280332.1872
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321180513006,Intel Core i7,0,256,0,0,Intel,Windows,328660.034976
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,306513.9792
Lenovo,Notebook,6,2.2,0,0,141.21199808219862,AMD Processor,0,256,0,0,AMD,Windows,102670.0272
Apple,Ultrabook,8,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,0,512,Intel,Mac,239189.3712
Dell,Notebook,16,2.06,1,0,282.42399616439724,Intel Core i7,0,512,0,0,Nvidia,Windows,379153.490976
Toshiba,Notebook,8,1.47,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Intel,Windows,278649.072
Asus,Notebook,12,2.06,0,1,282.42399616439724,Intel Core i7,1024,128,0,0,Intel,Windows,242929.6272
Acer,Notebook,8,2.5,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,183085.5312
Lenovo,Notebook,8,2.8,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Intel,Others/No OS/Linux,100799.8992
Asus,Notebook,8,1.4,0,0,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,215064.72
Lenovo,Notebook,6,2.8,0,0,106.11306214269258,Intel Core i5,1024,128,0,0,Nvidia,Windows,134462.2032
Acer,Notebook,4,2.1,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,Intel,Others/No OS/Linux,72934.992
Dell,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,256,0,0,AMD,Others/No OS/Linux,90701.208
HP,Ultrabook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,512,0,0,Intel,Windows,390669.7392
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i3,0,128,0,0,Intel,Windows,93319.3872
HP,Notebook,16,2.9,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,198046.5552
Dell,Notebook,4,2.06,0,0,100.45466986113652,Intel Core i3,500,0,0,0,Intel,Windows,90136.429344
HP,Notebook,6,1.58,0,1,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,123241.43519999998
Dell,Notebook,4,2.18,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,122867.40959999998
Asus,Gaming,16,3.25,0,1,127.33567457123112,AMD Processor,1024,256,0,0,AMD,Windows,411241.1472
MSI,Gaming,8,2.2,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Nvidia,Windows,192200.535072
Asus,Gaming,8,2.5,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,236571.192
Lenovo,Gaming,16,2.4,0,1,141.21199808219862,Intel Core i7,2048,256,0,0,Nvidia,Windows,211137.4512
MSI,Gaming,16,1.91,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,402707.753136
Microsoft,Ultrabook,8,1.252,1,0,200.84255993695703,Intel Core i5,0,256,0,0,Intel,Windows,250597.152
Asus,Gaming,8,2.3,0,1,141.21199808219862,Intel Core i5,1024,128,0,0,Nvidia,Windows,308384.1072
HP,Notebook,4,2.04,0,0,100.45466986113652,Intel Core i3,0,256,0,0,Intel,Windows,143997.985872
HP,Notebook,2,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,0,32,Intel,Windows,46566.18719999999
Acer,Notebook,4,2.4,0,0,100.45466986113652,Intel Core i5,500,0,0,0,Intel,Windows,104540.1552
HP,Gaming,8,2.75,0,1,127.33567457123112,Intel Core i5,1024,128,0,0,Nvidia,Windows,261630.9072
Dell,Notebook,4,2.25,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,80041.47839999999
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,1024,0,0,0,AMD,Others/No OS/Linux,112188.97871999998
Asus,Notebook,8,2.1,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,Nvidia,Windows,214129.656
HP,Notebook,8,1.91,0,0,100.45466986113652,Intel Core i5,0,128,0,0,Intel,Windows,110150.53919999998
Dell,Notebook,8,2.36,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,166254.3792
HP,Notebook,8,2.5,0,0,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Windows,190379.0304
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows,201786.8112
Dell,Notebook,8,1.6,0,0,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,209267.3232
Dell,Gaming,8,2.56,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,198325.204272
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,188864.22672
HP,Notebook,4,2.04,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,156903.73919999998
Asus,Gaming,32,3.8,0,1,127.33567457123112,Intel Core i7,0,512,0,0,Nvidia,Windows,523448.8272
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,112020.6672
Lenovo,Notebook,4,1.44,0,1,165.6321180513006,Intel Core i3,0,180,0,0,Intel,Windows,137454.408
HP,Notebook,4,2.1,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,135023.2416
Dell,2 in 1 Convertible,8,2.08,1,1,141.21199808219862,Intel Core i7,1024,0,0,0,Intel,Windows,153163.4832
Acer,Ultrabook,8,1.6,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,165319.31519999998
Dell,2 in 1 Convertible,4,1.47,1,0,135.0942111925629,Other Intel Processor,500,0,0,0,Intel,Windows,89579.13119999999
Dell,Notebook,8,2.8,0,0,127.33567457123112,Intel Core i7,1024,128,0,0,AMD,Others/No OS/Linux,205527.0672
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,100051.848
Toshiba,Notebook,8,2.0,0,1,141.21199808219862,Intel Core i5,500,0,0,0,Intel,Windows,198981.6192
Asus,Gaming,16,2.9,0,0,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,263127.00959999993
Asus,Notebook,8,2.0,0,1,282.42399616439724,Intel Core i7,1024,256,0,0,Nvidia,Windows,242929.6272
Lenovo,Notebook,8,1.58,0,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,276778.944
Lenovo,Notebook,4,2.2,0,0,141.21199808219862,Other Intel Processor,0,128,0,0,Intel,Windows,65267.4672
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,256,0,0,Intel,Mac,265371.16319999995
Asus,Notebook,4,2.0,0,0,157.3505121487356,Intel Core i3,0,256,0,0,Intel,Windows,143812.8432
Google,Ultrabook,8,1.1,1,0,234.50740003017813,Intel Core i5,0,128,0,0,Intel,Others/No OS/Linux,238441.32
Dell,Ultrabook,8,1.23,1,0,276.053530085501,Intel Core i7,0,256,0,0,Intel,Windows,257890.6512
Toshiba,Notebook,4,1.47,0,1,157.3505121487356,Intel Core i5,0,128,0,0,Intel,Windows,206649.144
Acer,Gaming,8,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Nvidia,Others/No OS/Linux,149236.2144
Chuwi,Notebook,6,1.4,0,1,267.3384360344031,Other Intel Processor,0,0,0,64,Intel,Windows,83968.7472
Apple,Ultrabook,8,1.37,0,1,226.98300468106115,Intel Core i5,0,512,0,0,Intel,Mac,366339.37392
Toshiba,Notebook,16,2.4,0,1,141.21199808219862,Intel Core i7,0,256,0,0,Nvidia,Windows,369350.28
Toshiba,Ultrabook,8,1.2,0,0,117.82653006268644,Intel Core i5,0,256,0,0,Intel,Windows,204779.016
Asus,Ultrabook,8,1.2,0,1,276.053530085501,Intel Core i5,0,256,0,0,Intel,Windows,211137.4512
HP,Notebook,4,2.1,0,0,141.21199808219862,Intel Core i3,1024,0,0,0,AMD,Windows,87709.00319999999
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,312124.3632
HP,Workstation,8,2.0,0,1,141.21199808219862,Intel Core i7,0,8,0,0,Nvidia,Windows,420591.7872
Samsung,Notebook,16,2.5,0,0,141.21199808219862,Intel Core i7,1024,128,0,0,Nvidia,Windows,317734.7472
Lenovo,Notebook,6,2.4,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,Intel,Windows,105475.2192
HP,Notebook,4,2.5,0,1,127.33567457123112,Intel Core i3,0,256,0,0,AMD,Windows,130721.9472
Lenovo,Notebook,4,2.79,0,0,106.11306214269258,Intel Core i5,1024,0,0,0,Nvidia,Windows,110150.53919999998
Toshiba,Ultrabook,16,1.47,0,1,157.3505121487356,Intel Core i7,0,512,0,0,Nvidia,Windows,329890.5792
Asus,Notebook,4,2.0,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Others/No OS/Linux,104540.1552
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i7,2048,128,0,0,AMD,Windows,184207.608
Dell,Notebook,8,2.18,0,0,141.21199808219862,Intel Core i5,0,256,0,0,AMD,Windows,147704.579568
Dell,Notebook,8,2.2,0,0,141.21199808219862,Intel Core i5,1024,0,0,0,AMD,Others/No OS/Linux,120997.2816
Asus,2 in 1 Convertible,12,2.26,1,0,141.21199808219862,Intel Core i7,2048,512,0,0,Nvidia,Windows,205527.0672
Lenovo,Notebook,4,1.8,0,0,141.21199808219862,Intel Core i5,0,256,0,0,Intel,Windows,155033.6112
Asus,Gaming,16,4.0,0,1,127.33567457123112,Intel Core i7,1024,0,0,0,Nvidia,Others/No OS/Linux,186638.7744
HP,Ultrabook,8,1.26,0,0,176.23257360658386,Intel Core i7,0,256,0,0,Intel,Windows,249662.088
HP,Notebook,8,1.63,0,0,157.3505121487356,Intel Core i7,0,256,0,0,Intel,Windows,184768.6464
Acer,Notebook,4,3.0,0,1,127.33567457123112,Intel Core i5,0,256,0,0,Nvidia,Windows,150545.304
Acer,Netbook,4,1.35,0,1,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,66389.544
HP,Netbook,2,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,0,32,Intel,Windows,39085.6752
Dell,2 in 1 Convertible,8,1.34,1,0,176.23257360658386,Intel Core i5,0,256,0,0,Intel,Windows,312311.37599999993
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.48253022174808,Intel Core i7,0,256,0,0,Intel,Windows,252280.2672
Acer,Notebook,4,2.1,0,0,100.45466986113652,AMD Processor,500,0,0,0,AMD,Windows,74805.12
Lenovo,Notebook,4,1.5,0,1,165.6321180513006,Intel Core i3,0,128,0,0,Intel,Windows,102670.0272
HP,Ultrabook,16,1.16,1,1,276.053530085501,Other Intel Processor,0,512,0,0,Intel,Windows,367480.152
HP,Ultrabook,8,1.91,0,0,141.21199808219862,Intel Core i7,0,256,0,0,Intel,Windows,123241.43519999998
Dell,Gaming,32,4.42,0,1,127.33567457123112,Intel Core i7,1024,256,0,0,Nvidia,Windows,588903.3071999999
HP,Ultrabook,8,1.38,0,1,165.6321180513006,Intel Core i7,0,256,0,0,Nvidia,Windows,209267.3232
Asus,Notebook,4,1.68,0,0,100.45466986113652,AMD Processor,1024,0,0,0,AMD,Windows,87709.00319999999
Acer,Notebook,6,2.23,0,0,100.45466986113652,Intel Core i5,1024,0,0,0,Intel,Windows,102670.0272
Dell,Notebook,4,2.18,0,0,100.45466986113652,Intel Core i3,1024,0,0,0,AMD,Others/No OS/Linux,85221.73296
HP,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,0,256,0,0,Nvidia,Windows,196225.050528
