Price,Company,TypeName,Inches,Ram,OpSys,Weight,Touchscreen,Ips,HD,cpu_name,gpu_name,Memory_Type
164384.2512,Dell,Gaming,15.6,8,Windows 10,2.56,0,0,1,Intel Core i5,Nvidia GeForce,SSD
201786.8112,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1,1,1,Intel Core i7,Intel HD,SSD
184207.608,Dell,Notebook,15.6,8,Windows 10,2.2,0,0,1,Intel Core i7,AMD,Hybrid
104540.1552,HP,Notebook,15.6,8,Windows 10,2.04,1,0,0,Intel Core i5,Intel HD,HDD
560851.3872,Asus,Gaming,17.3,16,Windows 10,3.6,0,0,1,Intel Core i7,Nvidia GeForce,SSD
126233.64,HP,Notebook,13.3,4,Windows 10,1.49,0,1,1,Intel Core i5,Intel UHD,HDD
381506.11199999996,Apple,Ultrabook,13.3,8,Other,1.37,0,1,0,Intel Core i5,Other,SSD
153163.4832,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,1,1,1,Intel Core i7,Intel UHD,HDD
336436.0272,Asus,Gaming,17.3,16,Windows 10,4.3,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
87709.00319999999,Asus,Notebook,15.6,4,Windows 10,1.68,0,0,0,AMD,AMD,HDD
345786.66719999997,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,1,1,1,Intel Core i7,Intel UHD,SSD
131282.98559999999,Acer,Notebook,17.3,4,Windows 10,3.0,0,1,1,Intel Core i3,Nvidia GeForce,SSD
177475.1472,Dell,Ultrabook,13.3,8,Windows 10,1.41,0,0,1,Intel Core i5,Intel UHD,SSD
83389.00752,HP,Notebook,15.6,8,Windows 10,1.91,0,0,0,AMD,AMD,SSD
198046.55519999997,HP,Notebook,17.3,16,Windows 10,2.9,0,1,1,Intel Core i7,Nvidia GeForce,HDD
467344.9872,MSI,Gaming,17.3,16,Windows 10,4.14,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
317734.7472,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1,1,1,Intel Core i7,Nvidia GeForce,SSD
213568.6176,Dell,Notebook,17.3,8,Windows 10,2.8,0,0,1,Intel Core i7,AMD,Hybrid
83033.6832,Lenovo,Notebook,15.6,4,No OS,2.2,0,0,1,Intel Core i3,Intel HD,SSD
135023.2416,HP,Notebook,15.6,4,Windows 10,2.1,0,1,1,Intel Core i5,Intel HD,HDD
122867.40959999998,Dell,Notebook,15.6,4,Windows 10,2.18,0,0,1,Intel Core i5,Intel HD,HDD
105662.23199999999,Dell,Notebook,15.6,8,Windows 10,2.24,0,0,1,Intel Core i5,AMD,HDD
149423.2272,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,1,0,1,Intel Core i5,Intel UHD,SSD
280332.1872,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1,0,1,Intel Core i7,Intel UHD,SSD
87334.97759999998,Lenovo,Notebook,15.6,4,No OS,2.2,0,0,1,Intel Core i5,Intel HD,HDD
190379.0304,HP,Notebook,17.3,8,Windows 10,2.5,0,0,1,Intel Core i7,Nvidia GeForce,HDD
164571.264,Lenovo,Notebook,15.6,8,Windows 10,2.05,0,0,1,Intel Core i7,Intel UHD,SSD
366339.37392,Apple,Ultrabook,13.3,8,Other,1.37,0,1,0,Intel Core i5,Other,SSD
289682.8272,Asus,Gaming,17.3,16,Windows 10,3.2,0,0,1,AMD,AMD,Hybrid
137467.498896,Dell,Notebook,15.6,8,Linux,2.14,0,0,1,Intel Core i7,AMD,SSD
467344.9872,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,1,0,0,Intel Core i7,Intel HD,SSD
151854.39359999998,Toshiba,Notebook,15.6,8,Windows 10,2.2,0,0,0,Intel Core i7,Nvidia GeForce,HDD
133353.217296,Dell,Notebook,15.6,12,Windows 10,2.3,0,0,0,Intel Core i7,Intel HD,HDD
205527.0672,Dell,Notebook,17.3,8,Linux,2.8,0,0,1,Intel Core i7,AMD,Hybrid
139324.536,Acer,Notebook,15.6,8,Windows 10,2.2,0,1,1,Intel Core i7,Nvidia GeForce,HDD
91449.25919999999,Lenovo,Notebook,17.3,4,Windows 10,2.8,0,0,0,Intel Core i3,Intel HD,HDD
158773.8672,Lenovo,Notebook,17.3,8,No OS,2.8,0,0,1,Intel Core i7,Nvidia GeForce,HDD
160643.99519999998,Lenovo,Notebook,17.3,6,Windows 10,2.8,0,0,0,Intel Core i7,Nvidia GeForce,Hybrid
80041.47839999999,Dell,Notebook,15.6,4,Linux,2.25,0,0,1,Intel Core i3,AMD,HDD
155033.6112,Lenovo,Gaming,15.6,8,Windows 10,2.5,0,1,1,Intel Core i5,Nvidia GeForce,SSD
108280.41119999999,Lenovo,Notebook,15.6,6,Windows 10,2.2,0,0,1,Intel Core i5,Intel HD,SSD
177849.17279999997,Acer,Notebook,15.6,8,Windows 10,3.0,0,1,1,Intel Core i7,Nvidia GeForce,SSD
123241.43519999998,Acer,Notebook,15.6,12,Windows 10,2.15,1,1,1,Intel Core i7,Intel HD,HDD
205153.0416,Lenovo,Notebook,15.6,8,Windows 10,1.95,0,1,1,Intel Core i7,Intel HD,SSD
182711.50559999997,Asus,Ultrabook,15.6,8,Windows 10,1.7,0,0,1,Intel Core i5,Nvidia GeForce,SSD
220488.0912,Lenovo,Gaming,15.6,16,Windows 10,2.5,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
123243.30532799999,Lenovo,Notebook,15.6,8,No OS,2.2,0,0,1,Intel Core i7,Nvidia GeForce,HDD
37215.54719999999,Acer,Notebook,15.6,2,Other,2.19,0,0,0,Intel Celeron Dual,Intel HD,SSD
221984.1936,Asus,Gaming,17.3,8,Windows 10,3.0,0,0,1,Intel Core i7,Nvidia GeForce,HDD
91449.25919999999,HP,Notebook,17.3,8,Windows 10,2.54,0,0,0,Intel Core i3,Intel HD,HDD
342046.4112,Dell,Notebook,15.6,8,Windows 10,2.0,0,0,1,Intel Core i7,Nvidia GeForce,SSD
138202.45919999998,Lenovo,Notebook,15.6,8,Windows 10,2.05,0,0,1,Intel Core i5,Intel UHD,SSD
242929.6272,Lenovo,Gaming,15.6,8,Windows 10,3.2,0,1,1,Intel Core i7,Nvidia GeForce,HDD
183085.5312,Acer,Notebook,15.6,8,Linux,2.5,0,0,1,Intel Core i7,Nvidia GeForce,SSD
539505.746208,Dell,Workstation,17.3,16,Windows 10,3.42,0,0,1,Intel Core i7,Nvidia Quadro,SSD
93319.3872,Lenovo,Notebook,15.6,6,Windows 10,2.4,0,0,1,AMD,AMD,HDD
274534.79039999994,Asus,Ultrabook,15.6,16,Windows 10,1.63,0,0,1,Intel Core i7,Nvidia GeForce,SSD
95189.5152,Asus,Notebook,14.0,4,Windows 10,1.3,0,0,0,Intel Core i3,Intel HD,SSD
396841.1616,Asus,Gaming,17.3,16,Windows 10,2.9,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
121371.3072,Lenovo,Notebook,17.3,6,Windows 10,2.8,0,0,0,Intel Core i5,Nvidia GeForce,HDD
102670.0272,Lenovo,Notebook,15.6,8,No OS,2.2,0,0,0,Intel Core i5,Nvidia GeForce,HDD
236571.19199999998,Asus,Gaming,15.6,8,Windows 10,2.5,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
67322.73787199998,Lenovo,Notebook,15.6,4,No OS,2.2,0,0,0,Other,Intel HD,HDD
369350.27999999997,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,1,0,1,Intel Core i7,Intel HD,SSD
195054.3504,Toshiba,Notebook,15.6,8,Windows 10,2.2,0,1,1,Intel Core i7,Nvidia GeForce,SSD
153163.4832,Lenovo,Notebook,15.6,8,Windows 10,2.3,0,0,1,Intel Core i5,Nvidia GeForce,Hybrid
87709.00319999999,HP,Notebook,15.6,4,Windows 10,1.86,0,0,1,Intel Core i3,Intel HD,HDD
186825.7872,Lenovo,Notebook,13.3,8,Windows 10,1.1,0,1,1,Intel Core i5,Intel HD,SSD
467344.9872,Dell,Ultrabook,13.3,16,Windows 10,1.21,1,1,1,Intel Core i7,Intel UHD,SSD
392539.8672,MSI,Gaming,15.6,16,Windows 10,2.8,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
87709.00319999999,Acer,Notebook,15.6,8,Windows 10,2.23,0,0,1,AMD,AMD,SSD
51428.52,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,1,0,0,Intel Celeron Dual,Intel HD,Flash Storage
157838.8032,Dell,Notebook,15.6,8,Windows 10,2.33,0,0,1,Intel Core i5,AMD,Hybrid
457994.34719999996,HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,1,1,1,Intel Core i7,Intel UHD,SSD
86007.18672,Lenovo,Notebook,13.3,4,Other,1.45,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
183272.544,HP,Notebook,14.0,8,Windows 10,1.95,0,0,1,Intel Core i5,Intel HD,SSD
90701.208,Acer,Notebook,11.6,4,Windows 10,1.4,0,0,0,Other,Intel HD,Flash Storage
241620.53759999998,HP,Notebook,14.0,8,Windows 10,1.48,0,0,1,Intel Core i7,Intel HD,SSD
110150.53919999998,Lenovo,Notebook,17.3,4,Windows 10,2.79,0,0,0,Intel Core i5,Nvidia GeForce,HDD
204592.00319999998,Asus,Notebook,14.0,8,Windows 10,2.0,0,0,1,Intel Core i7,Intel HD,SSD
168685.54559999998,HP,Notebook,15.6,8,Windows 10,2.1,0,1,1,Intel Core i7,Intel UHD,HDD
123241.43519999998,Acer,Notebook,15.6,8,Windows 10,2.2,0,0,0,AMD,AMD,SSD
54607.7376,Lenovo,Notebook,14.0,4,Windows 10,1.44,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
102670.0272,Acer,Notebook,15.6,6,Windows 10,2.23,0,0,0,Intel Core i5,Intel HD,HDD
196344.73872,Asus,Ultrabook,15.6,8,Windows 10,1.7,0,0,1,Intel Core i7,Nvidia GeForce,SSD
249662.088,HP,Ultrabook,12.5,8,Windows 10,1.26,0,0,1,Intel Core i7,Intel HD,SSD
493526.77919999993,Dell,Notebook,15.6,32,Windows 10,2.06,1,0,1,Intel Core i7,Nvidia GeForce,SSD
224228.3472,MSI,Gaming,17.3,8,Windows 10,2.7,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
176353.0704,Toshiba,Notebook,15.6,8,Windows 10,2.0,0,1,1,Intel Core i5,Intel HD,SSD
249475.0752,Asus,Notebook,14.0,8,Windows 10,2.0,0,0,1,Intel Core i7,Intel HD,Hybrid
83968.7472,Lenovo,Notebook,15.6,4,Windows 10,1.85,0,0,1,Intel Core i3,Intel HD,HDD
186825.7872,Asus,Gaming,15.6,8,Windows 10,2.5,0,0,1,Intel Core i7,Nvidia GeForce,SSD
237132.23039999997,HP,Notebook,14.0,8,Windows 10,1.48,0,0,1,Intel Core i5,Intel HD,SSD
196176.4272,Dell,Ultrabook,15.6,8,Windows 10,1.9,0,1,1,Intel Core i5,Nvidia GeForce,Hybrid
213942.6432,HP,Notebook,15.6,8,Windows 10,1.84,0,0,1,Intel Core i5,Intel HD,SSD
51426.649871999995,Asus,Notebook,15.6,4,Linux,2.0,0,0,0,Intel Celeron Dual,Intel HD,HDD
213708.8772,Dell,Notebook,15.6,8,Windows 10,2.0,0,0,1,Intel Core i5,Nvidia GeForce,SSD
51409.818719999996,Dell,Notebook,15.6,4,Linux,2.2,0,0,0,Intel Celeron Dual,Intel HD,HDD
168124.5072,Lenovo,Notebook,15.6,12,Windows 10,2.2,0,0,1,AMD,AMD,HDD
133901.1648,HP,Notebook,15.6,8,Windows 10,2.1,0,1,1,Intel Core i3,Nvidia GeForce,HDD
392539.8672,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,1,1,1,Intel Core i7,Intel UHD,SSD
295293.21119999996,Dell,Ultrabook,13.3,8,Windows 10,1.2,0,0,1,Intel Core i7,Intel UHD,SSD
211137.4512,Lenovo,Gaming,15.6,16,Windows 10,2.4,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
52176.5712,HP,Notebook,14.0,2,Windows 10,1.44,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
300709.101888,Dell,Ultrabook,15.6,16,Windows 10,1.88,0,0,1,Intel Core i7,Intel UHD,SSD
70129.8,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,1,0,0,Intel Celeron Dual,Intel HD,Flash Storage
123989.4864,Dell,Ultrabook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,AMD,HDD
379153.490976,Dell,Notebook,15.6,16,Windows 10,2.06,1,0,1,Intel Core i7,Nvidia GeForce,SSD
243864.69119999997,HP,Notebook,15.6,8,Windows 10,1.84,0,0,1,Intel Core i7,Intel HD,SSD
263501.0352,MSI,Gaming,17.3,8,Windows 10,2.7,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
325078.73985599994,HP,Workstation,15.6,8,Windows 10,2.6,0,0,1,Intel Core i7,Nvidia Quadro,SSD
262378.95839999994,Toshiba,Notebook,15.6,16,Windows 10,2.4,0,1,1,Intel Core i7,Nvidia GeForce,SSD
181570.72751999996,Dell,Notebook,15.6,8,Windows 10,2.02,0,0,1,Intel Core i7,AMD,Hybrid
60216.251472,Lenovo,Notebook,15.6,4,No OS,2.2,0,0,0,Intel Celeron Dual,Intel HD,HDD
186825.7872,Dell,Gaming,15.6,8,Windows 10,2.65,0,0,1,Intel Core i5,Nvidia GeForce,HDD
104235.32433599999,Dell,Notebook,15.6,8,Windows 10,2.36,1,0,0,Intel Core i5,Intel HD,HDD
266867.2656,Dell,Notebook,14.0,8,Windows 10,1.36,0,0,1,Intel Core i5,Intel HD,SSD
82098.61919999999,HP,Notebook,15.6,4,Windows 10,1.86,0,0,0,Intel Core i3,Intel HD,HDD
176727.096,Asus,Notebook,14.0,8,Windows 10,2.0,0,0,1,Intel Core i5,Intel HD,SSD
134462.2032,Lenovo,Notebook,17.3,6,Windows 10,2.8,0,0,0,Intel Core i5,Nvidia GeForce,Hybrid
119501.17919999998,HP,Notebook,15.6,8,Windows 10,1.86,0,0,1,Intel Core i5,Intel HD,HDD
93319.3872,Lenovo,Notebook,15.6,8,No OS,2.2,0,0,0,Intel Core i3,Nvidia GeForce,SSD
72747.97919999999,HP,Notebook,15.6,8,Windows 10,2.04,0,0,0,Other,Intel HD,HDD
202908.888,Dell,Notebook,17.3,8,Windows 10,2.8,0,0,1,Intel Core i5,AMD,Hybrid
151293.3552,Lenovo,Gaming,15.6,8,No OS,2.4,0,1,1,Intel Core i5,Nvidia GeForce,Hybrid
168124.5072,Dell,Notebook,15.6,8,Windows 10,2.33,0,0,1,Intel Core i7,AMD,SSD
327272.39999999997,HP,Ultrabook,14.0,8,Windows 10,1.36,0,1,1,Intel Core i7,Intel HD,SSD
205527.0672,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,1,0,1,Intel Core i7,Nvidia GeForce,Hybrid
79667.45279999998,Acer,Notebook,15.6,4,Windows 10,2.1,0,0,0,AMD,AMD,SSD
411241.1472,Asus,Gaming,17.3,16,Windows 10,3.25,0,1,1,AMD,AMD,Hybrid
91449.25919999999,Lenovo,Notebook,17.3,4,Windows 10,2.6,0,0,0,AMD,AMD,SSD
162515.99332799995,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,1,0,1,Intel Core i7,Intel UHD,SSD
91447.38907199999,HP,Notebook,15.6,4,Windows 10,1.91,0,0,1,AMD,AMD,SSD
103418.0784,Lenovo,Netbook,11.6,4,Windows 10,1.59,0,1,0,Other,Intel HD,SSD
57786.9552,Dell,Notebook,15.6,4,Windows 10,1.8,0,0,0,Intel Celeron Dual,Intel HD,HDD
53485.6608,Asus,Notebook,14.0,4,Windows 10,1.5,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
158212.8288,Acer,Notebook,15.6,8,Linux,2.4,0,0,1,Intel Core i7,Nvidia GeForce,HDD
222732.2448,HP,Gaming,17.3,8,Windows 10,3.35,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
75459.6648,Lenovo,Notebook,15.6,4,No OS,1.85,0,0,1,Intel Core i3,Intel HD,SSD
309506.18399999995,Asus,Gaming,15.6,8,Windows 10,2.3,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
205527.0672,Lenovo,Notebook,14.0,8,Windows 10,1.5,0,1,1,Intel Core i5,Nvidia GeForce,SSD
327066.68592,Asus,Ultrabook,13.3,16,Windows 10,1.1,1,0,1,Intel Core i7,Intel HD,SSD
426763.2096,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,0,1,0,Intel Core i7,Intel HD,SSD
102670.0272,Lenovo,Notebook,13.3,4,Windows 10,1.5,0,1,1,Intel Core i3,Intel HD,SSD
256020.52319999997,Dell,Workstation,15.6,8,Windows 10,2.23,0,0,1,Intel Core i5,AMD,HDD
399272.328,Dell,Workstation,15.6,8,Windows 10,2.0,0,1,1,Intel Core i7,Nvidia Quadro,SSD
469215.11519999994,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,1,0,0,Intel Core i7,Intel HD,SSD
194306.29919999998,Asus,Gaming,17.3,8,Windows 10,3.0,0,0,1,Intel Core i7,Nvidia GeForce,HDD
297537.3648,Asus,Gaming,17.3,16,Windows 10,3.0,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
129785.01307199999,Acer,Notebook,15.6,12,Windows 10,2.2,0,1,0,Intel Core i5,Nvidia GeForce,HDD
252280.2672,MSI,Gaming,17.3,8,Windows 10,2.7,0,0,1,Intel Core i7,Nvidia GeForce,SSD
145658.659536,Dell,Notebook,15.6,8,Linux,2.33,0,0,1,Intel Core i7,AMD,SSD
93319.3872,HP,Ultrabook,15.6,4,Windows 10,1.91,0,0,1,AMD,AMD,SSD
229943.458368,Lenovo,Notebook,15.6,8,Windows 10,2.1,0,1,1,Intel Core i7,AMD,SSD
175418.00639999998,Lenovo,Notebook,14.0,8,Windows 10,1.9,0,1,1,Intel Core i5,Intel HD,SSD
507178.7135999999,Dell,Workstation,15.6,8,Windows 10,1.78,1,0,1,Intel Core i7,Nvidia Quadro,SSD
490908.6,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,0,1,0,Intel Core i7,Intel HD,SSD
57225.9168,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,0,Intel Celeron Dual,Intel HD,HDD
285942.57119999995,Asus,Gaming,17.3,16,Windows 10,2.9,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
214036.14959999998,Lenovo,Notebook,15.6,8,Windows 10,2.1,0,1,1,Intel Core i5,AMD,Hybrid
164384.2512,Acer,Notebook,15.6,8,Linux,2.5,0,0,1,Intel Core i7,Nvidia GeForce,SSD
420591.78719999996,MSI,Gaming,17.3,16,Windows 10,2.8,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
350274.9744,Asus,Ultrabook,14.0,8,Windows 10,1.1,0,0,1,Intel Core i7,Intel HD,SSD
326711.3616,Toshiba,Ultrabook,13.3,16,Windows 10,1.2,0,0,1,Intel Core i7,Intel HD,SSD
314181.50399999996,Dell,Ultrabook,14.0,8,Windows 10,1.36,0,0,1,Intel Core i7,Intel HD,SSD
76488.2352,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i3,Intel HD,HDD
56936.04695999999,Lenovo,Notebook,11.6,2,Windows 10,1.15,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
359999.63999999996,Lenovo,Workstation,15.6,8,Windows 10,2.67,0,0,1,Intel Core i7,Nvidia Quadro,SSD
363365.87039999996,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,0,1,1,Intel Core i7,Nvidia GeForce,SSD
87709.00319999999,HP,Notebook,15.6,4,Windows 10,2.1,0,0,1,Intel Core i3,AMD,HDD
147554.96932799998,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,1,1,1,Intel Core i7,Intel HD,SSD
173547.8784,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,1,1,1,Intel Core i5,Intel HD,SSD
112001.96591999999,Dell,Notebook,15.6,4,Linux,2.3,0,0,1,Intel Core i5,AMD,SSD
128851.81919999998,Dell,Notebook,13.3,4,Windows 10,1.65,0,0,0,Intel Core i3,Intel HD,SSD
280519.2,HP,Ultrabook,14.0,8,Windows 10,1.43,0,0,1,Intel Core i7,Intel HD,SSD
100977.56135999999,Dell,Notebook,15.6,8,Windows 10,2.14,0,0,0,Intel Core i5,Intel HD,HDD
227291.616864,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,0,1,1,Intel Core i7,AMD,SSD
355137.3072,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,1,1,1,Intel Core i7,Nvidia GeForce,SSD
83968.7472,Other,Notebook,12.3,6,Windows 10,1.4,0,1,0,Other,Intel HD,Flash Storage
266867.2656,HP,Notebook,15.6,8,Windows 10,2.31,0,0,1,Intel Core i7,Intel HD,SSD
111646.64159999999,Asus,Notebook,15.6,8,Linux,2.3,0,0,1,Intel Core i3,Nvidia GeForce,HDD
523448.8272,Dell,Gaming,17.3,16,Windows 10,4.42,0,1,0,Intel Core i7,Nvidia GeForce,Hybrid
216747.83519999997,Dell,Gaming,15.6,8,Windows 10,2.62,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
213643.42271999997,Dell,Notebook,15.6,8,Windows 10,2.02,0,0,1,Intel Core i7,AMD,Hybrid
205527.0672,Dell,Ultrabook,14.0,8,Linux,1.6,0,0,1,Intel Core i7,Intel HD,SSD
373838.5872,HP,Gaming,17.3,12,Windows 10,3.35,0,0,1,Intel Core i7,Nvidia GeForce,Hybrid
55916.82719999999,Other,2 in 1 Convertible,11.6,4,Windows 10,1.16,1,1,1,Intel Celeron Dual,Intel HD,SSD
50306.443199999994,Other,Netbook,11.6,4,Other,1.15,0,0,0,Intel Celeron Dual,Intel HD,Flash Storage
188882.92799999999,Lenovo,Notebook,13.3,8,Windows 10,1.4,0,1,1,Intel Core i7,Intel HD,SSD
112020.6672,Lenovo,Notebook,14.0,4,Windows 10,1.7,0,1,1,Intel Core i3,Intel HD,SSD
457246.296,Lenovo,Workstation,15.6,16,Windows 10,2.3,0,1,1,Intel Core i7,Nvidia GeForce,SSD
457994.34719999996,Lenovo,Notebook,15.6,16,Windows 10,2.5,0,0,1,Intel Core i7,Nvidia Quadro,SSD
316986.696,Asus,Gaming,17.3,8,Windows 10,3.2,0,0,1,AMD,AMD,Hybrid
64893.4416,HP,Notebook,15.6,4,Windows 10,2.1,0,0,0,Intel Celeron Dual,Intel HD,HDD
411241.1472,Other,Ultrabook,12.3,16,Other,1.1,1,0,0,Intel Core i7,Intel HD,SSD
445464.4896,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,0,0,0,Intel Core i7,Intel HD,SSD
104540.1552,Asus,Notebook,15.6,4,Linux,2.0,0,0,1,Intel Core i5,Intel HD,SSD
97059.64319999999,Lenovo,Notebook,17.3,8,Windows 10,2.8,0,0,0,AMD,AMD,HDD
140072.5872,Dell,Notebook,15.6,4,Windows 10,2.2,0,0,1,Intel Core i5,AMD,SSD
267241.2912,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,0,1,1,Intel Core i5,Intel HD,SSD
65267.4672,Lenovo,Notebook,15.6,4,Windows 10,2.2,0,0,1,Other,Intel HD,SSD
205527.0672,HP,Gaming,15.6,8,Windows 10,2.2,0,1,1,Intel Core i7,Nvidia GeForce,Hybrid
220488.0912,Dell,Notebook,14.0,8,Windows 10,1.64,0,0,1,Intel Core i5,Nvidia GeForce,SSD
82622.25503999999,Acer,Notebook,15.6,4,Linux,2.4,0,0,0,Intel Core i5,Intel HD,HDD
372716.51039999997,Dell,Workstation,15.6,8,Windows 10,2.23,0,0,1,Other,Nvidia Quadro,HDD
192200.535072,MSI,Gaming,15.6,8,Windows 10,2.2,0,0,1,Intel Core i5,Nvidia GeForce,SSD
484176.1391999999,Other,Ultrabook,13.5,16,Other,1.25,1,0,0,Intel Core i7,Other,SSD
110150.53919999998,HP,Notebook,15.6,8,Windows 10,1.91,0,0,0,Intel Core i5,Intel HD,SSD
369350.27999999997,Dell,Workstation,15.6,16,Windows 10,2.17,0,1,1,Intel Core i7,Nvidia Quadro,SSD
286877.6352,HP,Workstation,15.6,8,Windows 10,2.31,0,1,1,Intel Core i7,Intel HD,SSD
251532.21599999996,Lenovo,Notebook,14.0,8,Windows 10,1.65,0,0,1,Intel Core i5,Intel HD,SSD
183085.5312,Dell,Notebook,15.6,8,Windows 10,2.36,0,0,1,Intel Core i7,AMD,Hybrid
89579.13119999999,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,1,0,0,Other,Intel HD,HDD
382628.1888,Dell,Notebook,17.3,8,Windows 10,4.42,0,1,1,Intel Core i7,Nvidia GeForce,HDD
184955.6592,Other,Ultrabook,13.5,4,Other,1.252,1,0,0,Other,Intel HD,SSD
336436.0272,Other,Ultrabook,13.5,8,Other,1.25,1,0,0,Intel Core i7,Other,SSD
119669.49072,HP,Notebook,17.3,8,Windows 10,2.5,0,0,0,Intel Core i3,Intel HD,SSD
101734.9632,Acer,Notebook,15.6,4,Windows 10,2.23,0,0,1,Intel Core i3,Nvidia GeForce,HDD
81350.568,Acer,Netbook,11.6,4,Windows 10,1.4,0,0,0,Intel Celeron Dual,Intel HD,SSD
140072.5872,Asus,Notebook,15.6,8,Windows 10,2.37,0,0,1,Intel Core i5,Intel HD,HDD
149423.2272,Lenovo,Notebook,14.0,8,No OS,1.5,0,1,1,Intel Core i7,AMD,SSD
390856.752,Lenovo,Notebook,15.6,8,Windows 10,2.67,0,0,1,Intel Core i7,Nvidia Quadro,SSD
56851.8912,Asus,Notebook,15.6,4,Windows 10,2.0,0,0,0,Other,Intel HD,HDD
87709.00319999999,Acer,Notebook,15.6,4,Windows 10,2.2,0,0,0,Intel Core i3,Nvidia GeForce,HDD
141942.71519999998,Dell,Notebook,15.6,8,Windows 10,2.02,0,0,1,Intel Core i5,AMD,HDD
317734.7472,HP,Gaming,17.3,12,Windows 10,3.78,0,1,1,Intel Core i7,Nvidia GeForce,HDD
347469.7824,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,0,1,1,Intel Core i7,Intel HD,SSD
373838.5872,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,1,1,1,Intel Core i7,Intel UHD,SSD
215812.7712,HP,Notebook,15.6,8,Windows 10,1.9,0,0,1,Intel Core i5,AMD,HDD
238441.31999999998,Other,Ultrabook,12.3,8,Other,1.1,1,0,0,Intel Core i5,Intel HD,SSD
344449.52567999996,Dell,Ultrabook,13.3,8,Windows 10,1.42,1,0,1,Intel Core i5,Intel UHD,SSD
242929.6272,Asus,Notebook,15.6,12,Windows 10,2.06,0,1,1,Intel Core i7,Intel HD,Hybrid
138389.47199999998,Dell,Notebook,14.0,8,Windows 10,1.79,0,0,0,Intel Core i3,Intel HD,SSD
450326.8224,Dell,Workstation,15.6,8,Windows 10,1.78,0,0,1,Intel Core i7,Nvidia Quadro,SSD
255085.45919999998,Lenovo,Notebook,14.0,8,Windows 10,1.7,0,0,1,Intel Core i5,Intel HD,SSD
126233.64,Dell,Notebook,15.6,8,Windows 10,2.2,0,0,1,Intel Core i5,AMD,HDD
312685.4016,Toshiba,Notebook,13.3,8,Windows 10,1.05,0,1,1,Intel Core i5,Intel HD,SSD
236010.1536,Dell,Notebook,15.6,8,Windows 10,2.16,0,1,1,Intel Core i7,Nvidia GeForce,SSD
109701.70847999999,Dell,Notebook,15.6,4,Windows 10,2.18,0,0,0,Intel Core i3,Intel HD,HDD
135771.2928,HP,Notebook,13.3,4,Windows 10,1.49,0,1,1,Intel Core i5,Intel UHD,SSD
46547.48592000001,Other,Notebook,15.6,4,Windows 10,1.89,0,0,1,Other,Intel HD,Flash Storage
