Company,TypeName,Inches,Ram,OpSys,Weight,TouchScreen,IPS,HD_4K,CPU_Brand,GPU_Brand,Memory_Type,CPU_Frequency,Length,Width,PPI
Dell,Gaming,15.6,16,Windows 10,1.2809338454620642,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Asus,Gaming,17.3,16,Windows 10,1.3609765531356006,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Apple,Ultrabook,15.4,16,macOS,1.0402767116551463,0,1,0,Intel,AMD,SSD,2.8,2880.0,1800.0,5.400578892692495
Dell,2 in 1 Convertible,12.5,8,Windows 10,0.8501509293696101,1,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.177462845242346
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.8628899551470398,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Asus,Ultrabook,15.6,16,Windows 10,0.9669838461896731,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Acer,Gaming,15.6,8,Linux,1.2237754316221157,0,0,1,Intel,Nvidia,HDD,2.5,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,4,Windows 10,1.0818051703517284,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,8,Windows 10,1.085189268335969,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,No OS,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Lenovo,Ultrabook,15.6,6,Windows 10,0.9321640810304452,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Acer,Notebook,14.0,4,Windows 10,1.0296194171811583,0,1,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.064811007262561
HP,Ultrabook,14.0,8,Windows 7,0.9321640810304452,0,0,0,Intel,Intel,SSD,2.5,2560.0,1440.0,5.350913056059403
Toshiba,Notebook,15.6,8,Windows 10,1.0986122886681098,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,HDD,1.6,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,12.5,8,Windows 7,0.8153648132841945,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.177462845242346
Lenovo,Notebook,17.3,8,No OS,1.33500106673234,0,0,0,Intel,Intel,HDD,2.5,1600.0,900.0,4.673884932133573
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Windows 10,1.118414915964289,0,0,1,Intel,Intel,HDD,2.5,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,12.5,8,Windows 7,0.8153648132841945,0,0,0,Intel,Intel,SSD,2.4,1366.0,768.0,4.839193758526338
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,0.8586616190375187,1,0,0,Intel,Intel,SSD,2.6,2560.0,1440.0,5.350913056059403
Xiaomi,Notebook,15.6,16,No OS,1.0818051703517284,0,1,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,17.3,6,Windows 10,1.33500106673234,0,0,0,Intel,Nvidia,Hybrid,2.5,1600.0,900.0,4.673884932133573
Asus,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,1,AMD,AMD,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
Dell,2 in 1 Convertible,13.3,8,Windows 10,0.9555114450274363,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.115788496573994
MSI,Gaming,17.3,8,Windows 10,1.308332819650179,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
HP,Notebook,15.6,8,No OS,1.0508216248317612,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Apple,Ultrabook,15.4,16,Mac OS X,1.1118575154181305,0,1,0,Intel,Intel,Flash Storage,2.2,2880.0,1800.0,5.400578892692495
Asus,2 in 1 Convertible,15.6,12,Windows 10,1.181727195378616,1,0,1,Intel,Nvidia,Hybrid,2.7,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,13.3,16,Windows 10,0.7929925155296614,1,1,1,Intel,Intel,SSD,1.8,3840.0,2160.0,5.805930544237805
Asus,Gaming,17.3,8,Windows 10,1.5085119938441398,0,0,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.854649288865456
Acer,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,0,AMD,AMD,HDD,2.5,1366.0,768.0,4.619612096371975
Dell,Netbook,11.6,4,Chrome OS,0.8153648132841945,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Lenovo,Notebook,14.0,8,Windows 10,1.0543120297715298,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,5.064811007262561
Toshiba,Notebook,13.3,8,Windows 10,0.9162907318741552,0,0,0,Intel,Intel,SSD,2.3,1366.0,768.0,4.777664699022989
Dell,Ultrabook,13.3,8,Windows 10,0.8754687373538999,0,1,1,Intel,AMD,SSD,1.8,1920.0,1080.0,5.115788496573994
Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.0296194171811583,1,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Acer,Gaming,15.6,8,Linux,1.2237754316221157,0,0,1,Intel,Nvidia,HDD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,SSD,1.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1118575154181305,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Asus,Gaming,17.3,16,Windows 10,1.6094379124341005,0,1,1,Intel,Nvidia,Hybrid,2.6,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,8,Windows 10,1.0647107369924282,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,16,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,14.0,8,Windows 10,0.9082585601768908,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Dell,2 in 1 Convertible,13.3,16,Windows 10,0.7975071958841881,1,0,1,Intel,Intel,SSD,1.3,3200.0,1800.0,5.624210736923218
Lenovo,Notebook,15.6,8,Windows 10,1.1939224684724346,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,16,Windows 10,1.2864740258376797,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Toshiba,Notebook,15.6,16,Windows 10,1.2237754316221157,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
MSI,Gaming,15.6,8,Windows 10,1.2237754316221157,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,14.0,8,Windows 7,0.9932517730102832,0,0,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,8,Windows 10,1.068153081183401,0,0,0,AMD,AMD,SSD,2.5,1366.0,768.0,4.619612096371975
Asus,Gaming,17.3,8,Windows 10,1.3862943611198906,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,4,Windows 10,1.1939224684724346,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Dell,Ultrabook,15.6,8,Windows 10,1.0647107369924282,0,1,1,Intel,Nvidia,Hybrid,1.6,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,2,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Asus,Gaming,17.3,8,Windows 10,1.4350845252893227,0,0,1,AMD,AMD,Hybrid,3.0,1920.0,1080.0,4.854649288865456
HP,Notebook,14.0,8,Windows 10,1.0818051703517284,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,4,Windows 10,1.0473189942805592,0,0,1,Intel,Intel,HDD,2.0,1920.0,1080.0,4.9573188885088015
Lenovo,Gaming,15.6,16,Windows 10,1.252762968495368,0,1,1,AMD,AMD,Hybrid,2.1,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.1410330045520618,0,0,1,Intel,AMD,SSD,1.8,1920.0,1080.0,4.9573188885088015
HP,Ultrabook,15.6,8,Windows 10,1.043804052173115,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,8,No OS,1.1631508098056809,0,0,1,Intel,Intel,SSD,2.5,1920.0,1080.0,4.9573188885088015
Acer,Notebook,15.6,6,Windows 10,1.1314021114911006,1,1,1,Intel,Intel,HDD,2.4,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Lenovo,Notebook,15.6,4,Windows 10,1.1151415906193205,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,AMD,SSD,1.8,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,0.8628899551470398,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.115788496573994
Apple,Ultrabook,13.3,8,macOS,0.8628899551470398,0,1,0,Intel,Intel,SSD,2.0,2560.0,1600.0,5.429271085303593
Lenovo,Ultrabook,12.5,8,Windows 10,0.8586616190375187,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.177462845242346
HP,Notebook,15.6,4,Windows 10,0.9669838461896731,0,0,0,Intel,Intel,SSD,2.0,1366.0,768.0,4.619612096371975
Dell,Notebook,14.0,8,Windows 10,0.9400072584914712,0,0,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.064811007262561
Samsung,Ultrabook,15.0,8,Windows 10,0.7747271675523681,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,4.996269112948607
Acer,Netbook,11.6,4,Chrome OS,0.8544153281560676,0,1,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Asus,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Dell,Ultrabook,12.5,4,Windows 7,0.9162907318741552,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.839193758526338
Lenovo,2 in 1 Convertible,10.1,4,Android,0.5247285289349821,1,1,0,Intel,Intel,Flash Storage,1.44,1920.0,1200.0,5.416872588785266
Dell,Notebook,15.6,8,Windows 10,1.0986122886681098,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,17.3,16,Windows 10,1.33500106673234,0,0,1,Intel,AMD,Hybrid,1.8,1920.0,1080.0,4.854649288865456
HP,Notebook,13.3,16,Windows 10,0.9122827104766162,0,0,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.115788496573994
Asus,Gaming,15.6,8,Windows 10,1.1939224684724346,0,1,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.9573188885088015
Dell,2 in 1 Convertible,13.3,8,Windows 10,0.9631743177730056,1,1,1,Intel,Intel,HDD,1.8,1920.0,1080.0,5.115788496573994
Lenovo,Notebook,17.3,6,Windows 10,1.33500106673234,0,0,0,Intel,Nvidia,Hybrid,2.7,1600.0,900.0,4.673884932133573
Dell,Notebook,14.0,8,Windows 10,0.8586616190375187,0,0,1,Intel,Intel,SSD,2.6,1920.0,1080.0,5.064811007262561
Asus,Gaming,17.3,16,Windows 10,1.3862943611198906,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Lenovo,Notebook,14.0,8,Windows 7,0.9745596399981308,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
HP,Workstation,15.6,16,Windows 10,1.2809338454620642,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,0.8754687373538999,1,1,1,Intel,Intel,SSD,1.8,3840.0,2160.0,5.761941503924522
Asus,Ultrabook,15.6,16,Windows 10,0.9162907318741552,0,0,1,Intel,Nvidia,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,6,Windows 10,1.1118575154181305,0,0,0,Intel,Intel,HDD,2.7,1366.0,768.0,4.619612096371975
Toshiba,Notebook,14.0,4,Windows 10,1.01160091167848,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.726814234417343
Dell,Workstation,15.6,16,Windows 10,1.33500106673234,0,0,1,Intel,Nvidia,Hybrid,3.0,3840.0,2160.0,5.646943996094081
HP,Notebook,14.0,4,Windows 7,0.9321640810304452,0,0,1,Intel,Intel,HDD,2.3,1920.0,1080.0,5.064811007262561
Acer,2 in 1 Convertible,14.0,8,Windows 10,0.7884573603642702,1,1,1,Intel,Intel,SSD,1.3,1920.0,1080.0,5.064811007262561
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,1,Intel,Intel,SSD,2.4,1920.0,1080.0,4.9573188885088015
Apple,Ultrabook,12.0,8,Mac OS X,0.6523251860396903,0,1,0,Intel,Intel,Flash Storage,1.1,2304.0,1440.0,5.426778948237757
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Lenovo,Ultrabook,12.5,8,Windows 10,0.8586616190375187,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.177462845242346
Mediacom,Notebook,14.0,4,Windows 10,0.8754687373538999,0,0,1,Intel,Intel,SSD,1.44,1920.0,1080.0,5.064811007262561
Toshiba,Notebook,15.6,8,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,SSD,2.5,1366.0,768.0,4.619612096371975
Asus,Gaming,17.3,8,Windows 10,1.3862943611198906,0,0,1,Intel,Nvidia,Hybrid,2.5,1920.0,1080.0,4.854649288865456
Asus,Notebook,14.0,4,Windows 10,1.0986122886681098,0,0,1,Intel,Intel,SSD,2.4,1920.0,1080.0,5.064811007262561
Dell,Ultrabook,15.6,8,Windows 10,1.0577902941478543,0,1,1,Intel,Intel,SSD,1.6,1920.0,1080.0,4.9573188885088015
Asus,Notebook,17.3,4,Windows 10,1.33500106673234,0,0,0,Intel,Nvidia,HDD,1.6,1600.0,900.0,4.673884932133573
Dell,Notebook,14.0,4,Windows 10,0.9555114450274363,0,0,1,Intel,Intel,SSD,2.0,1920.0,1080.0,5.064811007262561
Asus,Gaming,17.3,8,Windows 10,1.308332819650179,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
Dell,Notebook,15.6,8,Windows 10,1.1505720275988207,0,1,1,Intel,Nvidia,SSD,1.8,1920.0,1080.0,4.9573188885088015
MSI,Gaming,15.6,16,Windows 10,1.2237754316221157,0,1,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Notebook,13.3,4,Windows 10,0.9122827104766162,0,1,1,Intel,Intel,HDD,1.6,1920.0,1080.0,5.115788496573994
Toshiba,Notebook,15.6,8,Windows 10,1.1631508098056809,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,8,Windows 10,1.0647107369924282,0,0,1,Intel,Intel,HDD,2.6,1920.0,1080.0,4.9573188885088015
HP,Workstation,17.3,8,Windows 10,1.420695787837223,0,0,0,Intel,Nvidia,HDD,2.8,1600.0,900.0,4.673884932133573
Asus,Gaming,15.6,8,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Linux,1.1631508098056809,0,0,1,Intel,AMD,SSD,2.0,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,0,Intel,AMD,HDD,2.0,1366.0,768.0,4.619612096371975
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
HP,Workstation,15.6,8,Windows 10,1.0986122886681098,0,1,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,Gaming,15.6,16,Windows 10,1.4609379041156565,0,1,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,4.9573188885088015
HP,Notebook,14.0,4,Windows 10,0.9707789171582248,0,0,0,Intel,Intel,HDD,2.4,1366.0,768.0,4.726814234417343
HP,Notebook,15.6,8,Windows 10,1.1314021114911006,0,0,1,Intel,AMD,HDD,2.7,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1216775615991057,0,0,0,Intel,Intel,HDD,2.3,1366.0,768.0,4.619612096371975
Lenovo,Notebook,17.3,6,Windows 10,1.33500106673234,0,0,0,Intel,Nvidia,HDD,2.5,1600.0,900.0,4.673884932133573
Apple,Ultrabook,12.0,8,Mac OS X,0.6523251860396903,0,1,0,Intel,Intel,Flash Storage,1.1,2304.0,1440.0,5.426778948237757
Dell,Workstation,15.6,8,Windows 10,1.0986122886681098,0,1,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,16,Linux,1.2119409739751128,0,0,1,Intel,AMD,SSD,2.7,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,0.832909122935104,1,1,1,Intel,Intel,SSD,2.5,3200.0,1800.0,5.624210736923218
Lenovo,Notebook,14.0,4,Chrome OS,0.9162907318741552,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.726814234417343
Lenovo,Notebook,15.6,4,No OS,1.1631508098056809,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
LG,Ultrabook,14.0,8,Windows 10,0.6830968447064438,1,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Acer,Notebook,15.6,8,Windows 10,1.2237754316221157,0,0,0,AMD,AMD,HDD,2.2,1366.0,768.0,4.619612096371975
Apple,Ultrabook,13.3,8,macOS,0.8628899551470398,0,1,0,Intel,Intel,SSD,3.1,2560.0,1600.0,5.429271085303593
Lenovo,Ultrabook,14.0,8,Windows 10,0.8415671856782186,0,1,1,Intel,Intel,SSD,2.5,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,15.6,8,No OS,1.1631508098056809,0,0,1,Intel,Nvidia,HDD,2.7,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,13.3,8,Windows 10,0.8754687373538999,0,1,1,Intel,AMD,SSD,1.8,1920.0,1080.0,5.115788496573994
Asus,Ultrabook,14.0,8,Windows 10,0.8109302162163288,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Asus,Gaming,15.6,8,No OS,1.252762968495368,0,1,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.9573188885088015
Dell,Ultrabook,13.3,16,Windows 10,0.7884573603642702,1,0,1,Intel,Intel,SSD,1.8,3200.0,1800.0,5.624210736923218
HP,Netbook,12.5,8,Windows 10,0.8153648132841945,0,0,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.177462845242346
MSI,Gaming,15.6,8,Windows 10,1.1631508098056809,0,0,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
Dell,Notebook,14.0,8,Windows 10,0.9707789171582248,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,5.064811007262561
Toshiba,Notebook,14.0,8,Windows 10,1.0818051703517284,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
HP,Netbook,11.6,2,Windows 10,0.7747271675523681,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Dell,Ultrabook,13.3,16,Windows 10,0.8285518175661483,1,0,1,Intel,Intel,SSD,2.5,3200.0,1800.0,5.624210736923218
Dell,Notebook,15.6,8,Windows 10,1.1052568313867783,0,0,1,Intel,Intel,Hybrid,1.8,1920.0,1080.0,4.9573188885088015
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,AMD,AMD,HDD,3.0,1366.0,768.0,4.619612096371975
Dell,Ultrabook,13.3,8,Windows 10,0.8020015854720274,1,0,1,Intel,Intel,SSD,1.6,3200.0,1800.0,5.624210736923218
HP,Notebook,14.0,8,Windows 10,0.9669838461896731,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.064811007262561
Microsoft,Ultrabook,13.5,4,Windows 10 S,0.8118187102774439,1,0,0,Intel,Intel,SSD,2.2,2256.0,1504.0,5.307487987253548
Asus,Notebook,15.6,4,Windows 10,1.2149127443642704,0,0,0,Intel,Intel,SSD,2.7,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,8,Linux,1.091923300517313,0,0,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,4.9573188885088015
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,1.6,1366.0,768.0,4.619612096371975
Dell,Notebook,15.6,4,Windows 10,1.1568811967920856,0,0,1,Intel,AMD,SSD,2.7,1920.0,1080.0,4.9573188885088015
Toshiba,Notebook,15.6,16,Windows 10,1.2237754316221157,0,1,1,Intel,Nvidia,SSD,2.5,1920.0,1080.0,4.9573188885088015
MSI,Gaming,17.3,16,Windows 10,1.33500106673234,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.854649288865456
HP,Workstation,15.6,8,Windows 7,1.0986122886681098,0,0,1,Intel,Nvidia,SSD,2.6,1920.0,1080.0,4.9573188885088015
Dell,Notebook,14.0,8,Linux,0.9707789171582248,0,0,1,Intel,Nvidia,SSD,2.8,1920.0,1080.0,5.064811007262561
Acer,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,SSD,2.5,1366.0,768.0,4.619612096371975
Microsoft,Ultrabook,13.5,8,Windows 10 S,0.8118187102774439,1,0,0,Intel,Intel,SSD,2.5,2256.0,1504.0,5.307487987253548
Acer,Notebook,14.0,4,Windows 10,0.9555114450274363,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.726814234417343
Asus,Notebook,15.6,8,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Dell,Gaming,15.6,8,Windows 10,1.2864740258376797,0,0,1,Intel,Nvidia,HDD,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,14.0,8,No OS,0.9932517730102832,0,1,1,Intel,Intel,SSD,2.7,1920.0,1080.0,5.064811007262561
Dell,Notebook,15.6,4,Linux,1.1786549963416462,0,0,1,Intel,AMD,HDD,2.0,1920.0,1080.0,4.9573188885088015
Lenovo,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Asus,Gaming,17.3,32,Windows 10,1.7404661748405046,0,0,1,Intel,Nvidia,Hybrid,2.9,1920.0,1080.0,4.854649288865456
HP,Notebook,15.6,8,Windows 10,1.1314021114911006,0,0,1,Intel,Intel,HDD,1.6,1920.0,1080.0,4.9573188885088015
Asus,Ultrabook,14.0,8,Windows 10,0.8109302162163288,0,0,1,Intel,Intel,SSD,1.8,1920.0,1080.0,5.064811007262561
Acer,Notebook,17.3,4,Windows 10,1.4586150226995167,0,0,0,Intel,Nvidia,HDD,2.0,1600.0,900.0,4.673884932133573
Lenovo,Notebook,17.3,4,Windows 10,1.2809338454620642,0,0,0,AMD,AMD,SSD,2.2,1600.0,900.0,4.673884932133573
Asus,Notebook,17.3,4,Windows 10,1.0986122886681098,0,0,1,Intel,Nvidia,HDD,2.0,1920.0,1080.0,4.854649288865456
HP,2 in 1 Convertible,13.3,8,Windows 10,0.9082585601768908,1,0,0,Intel,Intel,SSD,2.6,2560.0,1440.0,5.401969131430248
Dell,2 in 1 Convertible,15.6,8,Windows 10,1.1249295969854831,1,1,1,Intel,Intel,HDD,1.8,1920.0,1080.0,4.9573188885088015
Asus,Notebook,15.6,4,Windows 10,1.0986122886681098,0,0,0,Intel,Intel,HDD,1.1,1366.0,768.0,4.619612096371975
Acer,Ultrabook,14.0,8,Windows 10,0.9555114450274363,0,1,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.064811007262561
Microsoft,Ultrabook,13.5,16,Windows 10 S,0.8109302162163288,1,0,0,Intel,Intel,SSD,2.5,2256.0,1504.0,5.307487987253548
Dell,Ultrabook,13.3,8,Windows 10,0.8796267475025636,0,0,1,Intel,Intel,SSD,1.6,1920.0,1080.0,5.115788496573994
Samsung,Notebook,15.6,16,Windows 10,1.252762968495368,0,0,1,Intel,Nvidia,Hybrid,2.8,1920.0,1080.0,4.9573188885088015
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,0.883767540168595,1,0,0,Intel,Intel,SSD,2.7,2560.0,1440.0,5.350913056059403
Acer,Notebook,15.6,4,Windows 10,1.2237754316221157,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
HP,Notebook,14.0,8,Windows 7,0.8878912573524571,0,0,1,Intel,Intel,SSD,2.3,1920.0,1080.0,5.064811007262561
Lenovo,Notebook,17.3,6,Windows 10,1.33500106673234,0,0,0,Intel,Nvidia,Hybrid,2.7,1600.0,900.0,4.673884932133573
Acer,Notebook,15.6,4,Windows 10,1.172482137234565,0,0,1,Intel,Nvidia,HDD,2.0,1920.0,1080.0,4.9573188885088015
Dell,Notebook,15.6,4,Windows 10,1.1939224684724346,0,0,0,Intel,AMD,SSD,2.0,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,4,Windows 10,1.0508216248317612,0,0,0,AMD,AMD,SSD,2.5,1366.0,768.0,4.619612096371975
HP,Notebook,15.6,8,Windows 10,1.068153081183401,0,0,0,Intel,AMD,SSD,2.5,1366.0,768.0,4.619612096371975
Dell,Ultrabook,13.3,16,Windows 10,0.7884573603642702,1,0,1,Intel,Intel,SSD,2.7,3200.0,1800.0,5.624210736923218
Lenovo,Notebook,14.0,8,Windows 10,1.0543120297715298,0,1,1,Intel,Nvidia,SSD,2.7,1920.0,1080.0,5.064811007262561
MSI,Gaming,18.4,32,Windows 10,1.6863989535702288,0,0,1,Intel,Nvidia,Hybrid,2.9,1920.0,1080.0,4.79350045232003
Dell,Notebook,15.6,4,Windows 10,1.1908875647772803,0,0,0,Intel,Intel,HDD,2.0,1366.0,768.0,4.619612096371975
Lenovo,Notebook,17.3,8,Windows 10,1.3862943611198906,0,0,0,Intel,AMD,HDD,2.3,1600.0,900.0,4.673884932133573
HP,Notebook,15.6,4,Windows 10,1.1314021114911006,0,0,1,Intel,AMD,Hybrid,2.0,1920.0,1080.0,4.9573188885088015
HP,Netbook,11.6,2,Windows 10,0.7747271675523681,0,0,0,Intel,Intel,Flash Storage,1.6,1366.0,768.0,4.913347375266901
Apple,Ultrabook,13.3,8,macOS,0.8501509293696101,0,0,0,Intel,Intel,Flash Storage,1.8,1440.0,900.0,4.857312694573265
